"Gene_Id","padj","logFC","Regulation"
"202202_s_at",0.021205,1.0298134,"Upregulated"
"1552370_at",0.021205,-1.0650317,"Downregulated"
"215406_at",0.021205,-1.9852507,"Downregulated"
"217376_at",0.021209,-1.0791285,"Downregulated"
"202450_s_at",0.021285,1.0856425,"Upregulated"
"202363_at",0.021363,2.4457301,"Upregulated"
"242723_at",0.021372,1.296954,"Upregulated"
"213150_at",0.02139,3.9306606,"Upregulated"
"204281_at",0.021441,1.4465346,"Upregulated"
"211497_x_at",0.021441,-1.0989647,"Downregulated"
"221590_s_at",0.021441,-1.5978317,"Downregulated"
"239065_at",0.021441,-1.2006075,"Downregulated"
"231342_at",0.021441,-1.0862419,"Downregulated"
"202827_s_at",0.021441,1.2576651,"Upregulated"
"229778_at",0.021441,-2.308769,"Downregulated"
"221942_s_at",0.021459,1.6859456,"Upregulated"
"225496_s_at",0.021475,-1.6310688,"Downregulated"
"1564248_at",0.021475,-1.2491774,"Downregulated"
"1553613_s_at",0.021475,1.9419595,"Upregulated"
"215646_s_at",0.021502,1.4245223,"Upregulated"
"205404_at",0.021502,1.0567162,"Upregulated"
"1569688_at",0.021506,-1.8521345,"Downregulated"
"1556389_at",0.021506,1.1724254,"Upregulated"
"231230_at",0.021606,-1.3329003,"Downregulated"
"214111_at",0.021606,-2.1203242,"Downregulated"
"235262_at",0.021669,-1.8450807,"Downregulated"
"212510_at",0.02168,-1.1007151,"Downregulated"
"243198_at",0.021738,-1.0360057,"Downregulated"
"222581_at",0.021791,1.0242485,"Upregulated"
"219890_at",0.021878,2.6024828,"Upregulated"
"205869_at",0.021884,-3.0771018,"Downregulated"
"215115_x_at",0.021888,-1.5137456,"Downregulated"
"223775_at",0.021906,-2.471043,"Downregulated"
"40472_at",0.021906,-1.2598274,"Downregulated"
"205857_at",0.021906,-1.3635039,"Downregulated"
"206346_at",0.021906,-1.4072576,"Downregulated"
"241158_at",0.021906,-1.2111311,"Downregulated"
"216208_s_at",0.021988,-1.6858254,"Downregulated"
"212190_at",0.021988,1.3763447,"Upregulated"
"207478_at",0.021988,-1.8087351,"Downregulated"
"207378_at",0.021988,-2.0371363,"Downregulated"
"217047_s_at",0.021992,-1.3247784,"Downregulated"
"1564285_at",0.021992,-2.0116652,"Downregulated"
"226777_at",0.022039,2.1650817,"Upregulated"
"219733_s_at",0.022057,1.4193802,"Upregulated"
"1554728_at",0.02209,-1.6523882,"Downregulated"
"228232_s_at",0.022091,-3.5781141,"Downregulated"
"221898_at",0.02219,1.0614581,"Upregulated"
"1560062_at",0.02219,-1.9201945,"Downregulated"
"233679_at",0.022213,1.3421768,"Upregulated"
"201645_at",0.022244,1.6581862,"Upregulated"
"1552976_at",0.022289,-1.1175026,"Downregulated"
"213953_at",0.022388,-4.9029064,"Downregulated"
"217238_s_at",0.022388,-3.6760952,"Downregulated"
"226865_at",0.022411,1.0861147,"Upregulated"
"209515_s_at",0.022461,-1.5175324,"Downregulated"
"202273_at",0.022465,1.0758785,"Upregulated"
"236034_at",0.02252,1.4852248,"Upregulated"
"221880_s_at",0.02252,-1.3832265,"Downregulated"
"210869_s_at",0.022567,1.1348139,"Upregulated"
"220421_at",0.022567,-3.3285931,"Downregulated"
"208146_s_at",0.022577,1.1828109,"Upregulated"
"200838_at",0.022631,1.1901434,"Upregulated"
"209990_s_at",0.022631,-1.4425446,"Downregulated"
"1560819_a_at",0.022674,-1.2172065,"Downregulated"
"1556784_at",0.022706,-1.2816444,"Downregulated"
"204006_s_at",0.022716,1.406706,"Upregulated"
"204705_x_at",0.022721,-4.0257662,"Downregulated"
"1559276_at",0.022723,-2.9520888,"Downregulated"
"229241_at",0.022747,-2.1590516,"Downregulated"
"214477_at",0.022748,-2.0115955,"Downregulated"
"226517_at",0.022755,1.5415553,"Upregulated"
"205343_at",0.022767,-3.3593644,"Downregulated"
"206310_at",0.022797,-3.2489019,"Downregulated"
"37590_g_at",0.02284,-1.4799603,"Downregulated"
"227212_s_at",0.022848,1.0887955,"Upregulated"
"242100_at",0.022848,1.5482059,"Upregulated"
"205032_at",0.022856,1.1426604,"Upregulated"
"1566177_at",0.022857,-1.6320174,"Downregulated"
"208555_x_at",0.022857,2.077719,"Upregulated"
"1565597_at",0.022888,-1.2187335,"Downregulated"
"1570031_at",0.022888,-1.914156,"Downregulated"
"203767_s_at",0.02295,-1.6370152,"Downregulated"
"230390_at",0.023012,-1.3750975,"Downregulated"
"217078_s_at",0.023136,2.2035677,"Upregulated"
"204298_s_at",0.02316,1.4130756,"Upregulated"
"218959_at",0.02316,2.4421411,"Upregulated"
"242589_x_at",0.02316,-1.8563975,"Downregulated"
"227750_at",0.023223,-1.0518604,"Downregulated"
"205632_s_at",0.023223,-1.1427289,"Downregulated"
"218537_at",0.023235,1.8425644,"Upregulated"
"1565613_at",0.023235,-2.3329378,"Downregulated"
"1561446_at",0.023302,-2.3601977,"Downregulated"
"224016_at",0.023336,-1.3931688,"Downregulated"
"227276_at",0.023336,1.063976,"Upregulated"
"205051_s_at",0.023336,-1.6767525,"Downregulated"
"220339_s_at",0.023371,-1.3063011,"Downregulated"
"206410_at",0.023381,-1.9638958,"Downregulated"
"231275_at",0.023381,-2.7329921,"Downregulated"
"214639_s_at",0.023443,1.5251614,"Upregulated"
"213397_x_at",0.023465,-1.4494237,"Downregulated"
"218252_at",0.023466,1.1621333,"Upregulated"
"222675_s_at",0.023467,-1.6250384,"Downregulated"
"1561472_at",0.023622,1.5825123,"Upregulated"
"241446_at",0.023622,-1.834226,"Downregulated"
"205969_at",0.023622,-2.8578488,"Downregulated"
"205874_at",0.023757,-1.872743,"Downregulated"
"1559989_at",0.023829,1.7949796,"Upregulated"
"225009_at",0.023829,-1.0857366,"Downregulated"
"209596_at",0.023829,1.2291206,"Upregulated"
"231290_at",0.023829,-1.1914932,"Downregulated"
"220335_x_at",0.023829,-1.279933,"Downregulated"
"210461_s_at",0.023836,-1.0461429,"Downregulated"
"201508_at",0.023836,1.0041403,"Upregulated"
"211422_at",0.023987,-1.7286506,"Downregulated"
"225328_at",0.023987,1.5736497,"Upregulated"
"209569_x_at",0.024024,-1.2410998,"Downregulated"
"232806_s_at",0.024065,1.7062584,"Upregulated"
"210997_at",0.024088,1.0922724,"Upregulated"
"240131_at",0.024088,-1.5508036,"Downregulated"
"205648_at",0.024111,2.9045303,"Upregulated"
"227739_at",0.024225,-1.5280429,"Downregulated"
"209867_s_at",0.024229,-1.5992088,"Downregulated"
"210065_s_at",0.024235,-3.4986969,"Downregulated"
"208268_at",0.024294,-2.2857793,"Downregulated"
"232245_at",0.024356,-1.659404,"Downregulated"
"200872_at",0.024356,1.1200145,"Upregulated"
"212400_at",0.024356,-1.0064028,"Downregulated"
"224458_at",0.024356,-1.0647513,"Downregulated"
"243155_at",0.024356,-1.8437349,"Downregulated"
"223488_s_at",0.024356,1.680707,"Upregulated"
"1555773_at",0.024356,-1.9073764,"Downregulated"
"218696_at",0.024356,-1.0602386,"Downregulated"
"218035_s_at",0.024356,-1.0800135,"Downregulated"
"225803_at",0.024454,1.3512137,"Upregulated"
"239291_at",0.024462,-1.1407413,"Downregulated"
"206334_at",0.024479,-6.6149979,"Downregulated"
"216595_at",0.024515,-1.1313886,"Downregulated"
"230663_at",0.024543,1.2521284,"Upregulated"
"232914_s_at",0.024543,-1.4488958,"Downregulated"
"235747_at",0.024546,-1.1278754,"Downregulated"
"1562568_at",0.024582,-2.2198764,"Downregulated"
"205158_at",0.024606,-1.4971828,"Downregulated"
"205523_at",0.024628,-2.89907,"Downregulated"
"1554874_at",0.024628,-1.2926758,"Downregulated"
"219457_s_at",0.02468,1.9390182,"Upregulated"
"229369_at",0.024691,-3.4440948,"Downregulated"
"1554314_at",0.024766,-1.4691679,"Downregulated"
"215844_at",0.024821,-1.536879,"Downregulated"
"220332_at",0.024827,1.8149263,"Upregulated"
"210404_x_at",0.024841,-1.4808836,"Downregulated"
"1554683_a_at",0.024842,-1.4194929,"Downregulated"
"1569419_at",0.024842,-1.1425289,"Downregulated"
"228307_at",0.024842,-1.0331406,"Downregulated"
"223229_at",0.024842,1.1453071,"Upregulated"
"240152_at",0.024842,1.0078151,"Upregulated"
"232331_at",0.024863,-1.0548128,"Downregulated"
"232628_at",0.024863,-1.2702306,"Downregulated"
"230888_at",0.024863,-1.265304,"Downregulated"
"212478_at",0.024863,1.7626182,"Upregulated"
"244464_at",0.024881,1.0506483,"Upregulated"
"232994_s_at",0.024886,-1.254375,"Downregulated"
"210476_s_at",0.024923,-1.4275368,"Downregulated"
"219275_at",0.024923,1.1483447,"Upregulated"
"213610_s_at",0.024924,1.4871375,"Upregulated"
"218237_s_at",0.024924,1.147711,"Upregulated"
"202327_s_at",0.024924,-1.2893982,"Downregulated"
"232083_at",0.024924,-1.2247206,"Downregulated"
"237722_at",0.024963,-1.957146,"Downregulated"
"218308_at",0.024967,1.3980424,"Upregulated"
"204464_s_at",0.025019,1.2067984,"Upregulated"
"211080_s_at",0.025082,1.519589,"Upregulated"
"1562558_at",0.025192,-1.961037,"Downregulated"
"204712_at",0.025218,-2.7227756,"Downregulated"
"243326_at",0.025233,-1.6814256,"Downregulated"
"209924_at",0.025243,2.3681227,"Upregulated"
"233527_at",0.025243,-1.0908183,"Downregulated"
"213658_at",0.025243,-1.7119245,"Downregulated"
"222167_at",0.025248,-1.2539627,"Downregulated"
"205259_at",0.025248,-1.6342947,"Downregulated"
"224428_s_at",0.025256,1.2650782,"Upregulated"
"240228_at",0.025256,-1.9974898,"Downregulated"
"210220_at",0.025302,1.2734265,"Upregulated"
"229223_at",0.025331,-1.4294887,"Downregulated"
"225801_at",0.025352,1.5787792,"Upregulated"
"203474_at",0.025413,-1.6003618,"Downregulated"
"202973_x_at",0.025442,-1.3190098,"Downregulated"
"232501_at",0.025482,1.4459351,"Upregulated"
"225548_at",0.025549,-1.1243377,"Downregulated"
"202756_s_at",0.025567,1.20232,"Upregulated"
"227113_at",0.025594,-2.2283229,"Downregulated"
"219370_at",0.025594,-1.9508244,"Downregulated"
"228796_at",0.025726,-2.1405346,"Downregulated"
"222760_at",0.025737,1.7455421,"Upregulated"
"224456_s_at",0.025807,-1.0594378,"Downregulated"
"227320_at",0.025883,-1.9243502,"Downregulated"
"1560227_at",0.025948,-1.0859264,"Downregulated"
"1568904_at",0.025999,-1.8221691,"Downregulated"
"219253_at",0.026003,1.0108266,"Upregulated"
"233731_at",0.02601,-1.0478435,"Downregulated"
"239378_at",0.026142,-1.8441263,"Downregulated"
"230240_at",0.026142,1.5987026,"Upregulated"
"1561101_at",0.026183,-2.0500225,"Downregulated"
"218888_s_at",0.026197,1.1493118,"Upregulated"
"208300_at",0.026246,-1.4243194,"Downregulated"
"205891_at",0.026246,1.5254708,"Upregulated"
"222860_s_at",0.026254,-1.2892854,"Downregulated"
"213657_s_at",0.026272,-1.4613246,"Downregulated"
"234795_at",0.026272,-2.1295377,"Downregulated"
"1554899_s_at",0.026295,1.0802813,"Upregulated"
"217138_x_at",0.026304,-2.0434163,"Downregulated"
"1564236_at",0.026308,-1.9626455,"Downregulated"
"242324_x_at",0.02631,-1.6603055,"Downregulated"
"243555_at",0.02631,1.5282091,"Upregulated"
"212741_at",0.026346,-1.8092486,"Downregulated"
"241970_at",0.026398,-1.5445081,"Downregulated"
"220999_s_at",0.026497,-1.3882239,"Downregulated"
"226955_at",0.026559,1.1974123,"Upregulated"
"215785_s_at",0.026626,-1.3859069,"Downregulated"
"201147_s_at",0.026876,1.2119727,"Upregulated"
"230640_at",0.026876,1.119635,"Upregulated"
"213712_at",0.026944,1.4589405,"Upregulated"
"225822_at",0.026944,-1.0342332,"Downregulated"
"214192_at",0.027015,-2.4451084,"Downregulated"
"234079_at",0.027015,-1.1438731,"Downregulated"
"221909_at",0.027036,1.9679677,"Upregulated"
"235065_at",0.027087,-1.0945642,"Downregulated"
"244773_at",0.027087,-1.1762142,"Downregulated"
"237109_at",0.027087,-1.296162,"Downregulated"
"230369_at",0.027087,1.2876908,"Upregulated"
"230930_at",0.027087,1.1430358,"Upregulated"
"210370_s_at",0.027103,-2.7653345,"Downregulated"
"241715_x_at",0.02715,-1.5485139,"Downregulated"
"219637_at",0.02715,1.0958029,"Upregulated"
"203367_at",0.02715,1.0207002,"Upregulated"
"1560901_at",0.027168,-1.1913464,"Downregulated"
"228904_at",0.027187,1.1680777,"Upregulated"
"234467_at",0.027252,-2.264728,"Downregulated"
"1561390_at",0.027267,-1.4053076,"Downregulated"
"228955_at",0.027292,1.706568,"Upregulated"
"204492_at",0.027321,1.056034,"Upregulated"
"211966_at",0.027332,1.0064443,"Upregulated"
"227933_at",0.027347,2.0136853,"Upregulated"
"240176_at",0.027416,1.3145143,"Upregulated"
"229059_at",0.02747,1.8992921,"Upregulated"
"205709_s_at",0.027511,-1.1740726,"Downregulated"
"240501_at",0.027516,-1.4367754,"Downregulated"
"236352_at",0.027516,-1.2978107,"Downregulated"
"219263_at",0.027516,-1.1386694,"Downregulated"
"216296_at",0.027548,-1.1334273,"Downregulated"
"242874_at",0.027548,-1.4155111,"Downregulated"
"210045_at",0.027548,-1.3160636,"Downregulated"
"213496_at",0.027548,1.7605381,"Upregulated"
"201058_s_at",0.027548,1.4971201,"Upregulated"
"210082_at",0.027548,-1.9332664,"Downregulated"
"204163_at",0.027548,1.3275217,"Upregulated"
"219671_at",0.027548,-1.6113388,"Downregulated"
"203770_s_at",0.027548,-2.0787537,"Downregulated"
"228708_at",0.027559,-2.0481254,"Downregulated"
"226266_at",0.027559,1.6993412,"Upregulated"
"234379_at",0.027565,-1.8357279,"Downregulated"
"208566_at",0.027565,-2.0266357,"Downregulated"
"1562631_at",0.027566,-1.9543467,"Downregulated"
"205650_s_at",0.027612,-3.4604134,"Downregulated"
"229720_at",0.027652,-1.1141969,"Downregulated"
"238428_at",0.027652,-2.0019188,"Downregulated"
"228507_at",0.027652,1.7439374,"Upregulated"
"43427_at",0.027657,-1.1071961,"Downregulated"
"205991_s_at",0.027657,1.0920162,"Upregulated"
"223496_s_at",0.027657,1.8627883,"Upregulated"
"215200_x_at",0.027664,-1.0454561,"Downregulated"
"1554809_at",0.027712,-1.2941227,"Downregulated"
"244276_at",0.027732,-1.0759578,"Downregulated"
"1569149_at",0.027732,1.9635183,"Upregulated"
"204589_at",0.027732,1.1334593,"Upregulated"
"214419_s_at",0.027732,-1.381405,"Downregulated"
"238048_at",0.02785,-1.2306972,"Downregulated"
"1561741_at",0.027851,-1.7797272,"Downregulated"
"238196_at",0.027939,-2.3654917,"Downregulated"
"235832_at",0.02803,-2.2553497,"Downregulated"
"209981_at",0.02803,1.3937297,"Upregulated"
"219017_at",0.02804,-1.4271652,"Downregulated"
"208789_at",0.028046,1.0756285,"Upregulated"
"221565_s_at",0.028047,1.6093655,"Upregulated"
"222853_at",0.028048,-1.4080568,"Downregulated"
"209988_s_at",0.028054,-3.3759708,"Downregulated"
"204083_s_at",0.028085,1.5653552,"Upregulated"
"208034_s_at",0.028207,-1.4516163,"Downregulated"
"243856_at",0.028223,-1.4141538,"Downregulated"
"206273_at",0.028289,1.8560333,"Upregulated"
"207285_x_at",0.028384,-2.3143701,"Downregulated"
"203612_at",0.028465,1.6202679,"Upregulated"
"242373_at",0.028533,-1.4345803,"Downregulated"
"218863_s_at",0.028533,1.8372075,"Upregulated"
"217283_at",0.028533,-1.5184639,"Downregulated"
"224095_at",0.028569,-1.8167966,"Downregulated"
"217240_at",0.028569,-1.5621837,"Downregulated"
"234323_at",0.028631,-1.4085029,"Downregulated"
"219752_at",0.028631,-1.1037691,"Downregulated"
"226992_at",0.028644,-1.4880205,"Downregulated"
"244771_at",0.028644,-1.2553963,"Downregulated"
"219410_at",0.028667,1.1230017,"Upregulated"
"205722_s_at",0.0287,-1.5268309,"Downregulated"
"203641_s_at",0.0287,-1.0694382,"Downregulated"
"214587_at",0.0287,2.1017053,"Upregulated"
"203924_at",0.0287,-4.3927496,"Downregulated"
"227014_at",0.028834,-1.5740709,"Downregulated"
"234940_s_at",0.02889,-1.7416181,"Downregulated"
"223079_s_at",0.028894,1.0346403,"Upregulated"
"201389_at",0.028894,1.2862179,"Upregulated"
"229385_s_at",0.028894,-1.262154,"Downregulated"
"208060_at",0.028964,-1.5202103,"Downregulated"
"210868_s_at",0.028964,-1.1956188,"Downregulated"
"206535_at",0.028985,-3.1639635,"Downregulated"
"221215_s_at",0.028985,-1.28047,"Downregulated"
"226646_at",0.028985,-1.493041,"Downregulated"
"1554880_at",0.029014,-1.757862,"Downregulated"
"238542_at",0.029113,2.1492289,"Upregulated"
"229530_at",0.029163,1.4804834,"Upregulated"
"204268_at",0.029163,2.1437121,"Upregulated"
"214420_s_at",0.029168,-1.8941528,"Downregulated"
"235318_at",0.029223,1.111541,"Upregulated"
"206204_at",0.029245,1.911508,"Upregulated"
"1559746_a_at",0.029267,-1.0952828,"Downregulated"
"1569583_at",0.029287,1.5669271,"Upregulated"
"215118_s_at",0.0293,-3.1210012,"Downregulated"
"244711_at",0.02931,-1.2036033,"Downregulated"
"237466_s_at",0.029324,-2.4888174,"Downregulated"
"1561330_at",0.029324,-2.0636209,"Downregulated"
"211062_s_at",0.029324,2.4199303,"Upregulated"
"228703_at",0.029324,2.4471018,"Upregulated"
"1552900_a_at",0.029377,-2.0073851,"Downregulated"
"205288_at",0.029392,-1.2267293,"Downregulated"
"243221_at",0.029474,-1.4076883,"Downregulated"
"242084_at",0.029474,-1.9118106,"Downregulated"
"221177_at",0.029474,-1.3648943,"Downregulated"
"1559706_at",0.02948,-1.4965044,"Downregulated"
"203325_s_at",0.029484,1.4419918,"Upregulated"
"207158_at",0.029552,-2.1841402,"Downregulated"
"222102_at",0.029767,-2.5877648,"Downregulated"
"239319_at",0.029855,-3.3045703,"Downregulated"
"228113_at",0.029863,-1.3517556,"Downregulated"
"238439_at",0.029888,-1.4455436,"Downregulated"
"235849_at",0.029888,-2.4761298,"Downregulated"
"217264_s_at",0.029888,-1.4843198,"Downregulated"
"244825_at",0.029888,2.0225515,"Upregulated"
"223720_at",0.029903,-2.7873472,"Downregulated"
"244116_at",0.029942,-1.3851499,"Downregulated"
"227634_at",0.029942,1.092954,"Upregulated"
"244216_at",0.029995,-3.2969238,"Downregulated"
"218546_at",0.03004,-1.0133162,"Downregulated"
"1566571_at",0.030069,-1.6174468,"Downregulated"
"209172_s_at",0.030081,1.0786399,"Upregulated"
"214822_at",0.030173,-1.5899857,"Downregulated"
"204087_s_at",0.030189,1.480242,"Upregulated"
"207269_at",0.030189,-1.6443656,"Downregulated"
"209642_at",0.030189,1.4292888,"Upregulated"
"1555758_a_at",0.030189,1.2587086,"Upregulated"
"236264_at",0.030274,-1.8055094,"Downregulated"
"206869_at",0.030274,-2.0758823,"Downregulated"
"218691_s_at",0.030281,1.3708347,"Upregulated"
"224134_at",0.030299,-1.0220747,"Downregulated"
"219383_at",0.030299,1.1665479,"Upregulated"
"206271_at",0.030308,-1.5148007,"Downregulated"
"212940_at",0.030331,1.7898438,"Upregulated"
"215537_x_at",0.030362,1.317265,"Upregulated"
"241925_x_at",0.030372,-1.8573608,"Downregulated"
"213680_at",0.030372,2.5421735,"Upregulated"
"228400_at",0.030421,-1.1744597,"Downregulated"
"1566670_at",0.030459,-1.5169863,"Downregulated"
"1561708_at",0.03052,-1.6543399,"Downregulated"
"225566_at",0.030582,1.5826803,"Upregulated"
"241601_at",0.030757,-1.5780189,"Downregulated"
"1563696_at",0.030959,-2.292153,"Downregulated"
"229480_at",0.031037,1.0525556,"Upregulated"
"219132_at",0.031046,-1.3024147,"Downregulated"
"225491_at",0.031105,-3.4280199,"Downregulated"
"237212_at",0.031109,-1.4899264,"Downregulated"
"237261_at",0.031112,1.1329096,"Upregulated"
"233200_at",0.031112,-1.7604906,"Downregulated"
"236256_at",0.031112,-1.8986988,"Downregulated"
"234024_at",0.031112,-1.3318774,"Downregulated"
"227946_at",0.031185,-1.3100146,"Downregulated"
"203878_s_at",0.031185,2.1489479,"Upregulated"
"209544_at",0.031185,1.1252147,"Upregulated"
"205967_at",0.031185,1.0214828,"Upregulated"
"203381_s_at",0.031248,1.1278428,"Upregulated"
"224989_at",0.031491,-1.2180645,"Downregulated"
"216075_at",0.031584,-1.6553383,"Downregulated"
"236712_at",0.031595,-1.6870284,"Downregulated"
"241763_s_at",0.031669,1.2483569,"Upregulated"
"1562969_at",0.031694,-1.1239285,"Downregulated"
"211003_x_at",0.03181,1.0972374,"Upregulated"
"1554662_at",0.03181,-2.1418766,"Downregulated"
"221416_at",0.031818,-1.4057769,"Downregulated"
"223458_at",0.031853,-1.0524859,"Downregulated"
"211427_s_at",0.031882,-3.0223896,"Downregulated"
"229731_at",0.031882,1.8360864,"Upregulated"
"237056_at",0.031882,-1.1614984,"Downregulated"
"235965_at",0.031885,-1.9883479,"Downregulated"
"234851_at",0.031932,-1.537494,"Downregulated"
"230857_s_at",0.031978,-1.2892966,"Downregulated"
"1555375_at",0.031979,2.0569707,"Upregulated"
"235751_s_at",0.031979,1.671394,"Upregulated"
"231082_at",0.032061,-1.8661604,"Downregulated"
"226423_at",0.032061,-1.3106664,"Downregulated"
"203835_at",0.032061,1.2631914,"Upregulated"
"242280_x_at",0.032179,-1.1028664,"Downregulated"
"202283_at",0.032179,1.133698,"Upregulated"
"206698_at",0.032179,-2.1097821,"Downregulated"
"218875_s_at",0.032186,1.0065014,"Upregulated"
"222740_at",0.03227,1.3788817,"Upregulated"
"207353_s_at",0.032426,-1.3006712,"Downregulated"
"231268_at",0.032426,-1.1609491,"Downregulated"
"1556914_at",0.032426,-1.6105286,"Downregulated"
"204667_at",0.032426,-1.3338137,"Downregulated"
"208388_at",0.032431,-1.0354271,"Downregulated"
"223727_at",0.032431,-1.51055,"Downregulated"
"1557540_at",0.032534,-1.4328943,"Downregulated"
"1560490_at",0.032557,-1.8186469,"Downregulated"
"1553069_at",0.032557,-2.015292,"Downregulated"
"236783_at",0.03258,-1.3115551,"Downregulated"
"1559134_a_at",0.032676,1.3349166,"Upregulated"
"243034_at",0.032736,-2.0827306,"Downregulated"
"210788_s_at",0.032833,-1.3486624,"Downregulated"
"241573_at",0.03285,-2.0850278,"Downregulated"
"213506_at",0.03285,-1.3520086,"Downregulated"
"231909_x_at",0.032904,1.0491165,"Upregulated"
"238126_at",0.032904,-1.0822697,"Downregulated"
"240268_at",0.032904,-1.1410597,"Downregulated"
"215288_at",0.032904,1.5649569,"Upregulated"
"242450_at",0.032962,-1.3837914,"Downregulated"
"229585_at",0.033051,-1.3171,"Downregulated"
"223315_at",0.033094,-1.6412554,"Downregulated"
"221900_at",0.033112,1.8497139,"Upregulated"
"1552473_at",0.033112,-1.9539421,"Downregulated"
"237099_at",0.033112,-1.1977079,"Downregulated"
"232238_at",0.033112,1.4326466,"Upregulated"
"226582_at",0.033112,-2.0210552,"Downregulated"
"228281_at",0.033136,1.2172995,"Upregulated"
"244657_at",0.033233,-2.0344444,"Downregulated"
"205649_s_at",0.033233,-4.2035564,"Downregulated"
"1560382_at",0.033233,-1.0079073,"Downregulated"
"1567320_at",0.033285,-1.6891672,"Downregulated"
"208433_s_at",0.03334,1.4221218,"Upregulated"
"201897_s_at",0.033437,1.1033816,"Upregulated"
"206994_at",0.033458,1.6703815,"Upregulated"
"230422_at",0.033458,1.0039712,"Upregulated"
"211557_x_at",0.033458,1.1729938,"Upregulated"
"220203_at",0.033497,1.4316973,"Upregulated"
"234370_at",0.033506,-4.8772854,"Downregulated"
"229763_at",0.033516,-1.1217944,"Downregulated"
"243764_at",0.033532,-4.8845553,"Downregulated"
"209514_s_at",0.033532,-1.8106463,"Downregulated"
"219179_at",0.033597,1.0463677,"Upregulated"
"1553579_a_at",0.033686,-1.8981888,"Downregulated"
"1561542_at",0.033686,-1.5222911,"Downregulated"
"236758_at",0.033686,-1.7477006,"Downregulated"
"226432_at",0.03375,-1.1453281,"Downregulated"
"205572_at",0.03375,1.2569271,"Upregulated"
"1554004_a_at",0.03375,-1.1999353,"Downregulated"
"211517_s_at",0.03375,-1.9882029,"Downregulated"
"225571_at",0.033768,-2.348279,"Downregulated"
"211916_s_at",0.033911,-1.4911299,"Downregulated"
"234422_at",0.033971,-2.2073739,"Downregulated"
"210804_x_at",0.034012,1.2978558,"Upregulated"
"211600_at",0.034042,-1.1435406,"Downregulated"
"1566866_at",0.034042,-1.5972868,"Downregulated"
"206362_x_at",0.034042,-1.0844662,"Downregulated"
"225806_at",0.034042,1.4079308,"Upregulated"
"1560921_at",0.034079,-2.1848707,"Downregulated"
"211887_x_at",0.034087,1.489766,"Upregulated"
"215325_x_at",0.03417,-1.4180379,"Downregulated"
"239237_at",0.034211,-1.12088,"Downregulated"
"244366_at",0.034215,-1.5796907,"Downregulated"
"213582_at",0.034215,1.0751529,"Upregulated"
"214752_x_at",0.034232,1.1685905,"Upregulated"
"223657_at",0.034232,1.7174146,"Upregulated"
"217650_x_at",0.034249,1.0736506,"Upregulated"
"214385_s_at",0.034262,-4.0535407,"Downregulated"
"1556158_at",0.034301,-2.0471029,"Downregulated"
"239260_at",0.034346,2.1080618,"Upregulated"
"236641_at",0.034404,1.2390845,"Upregulated"
"229414_at",0.034448,-1.0886145,"Downregulated"
"1565812_at",0.034448,-1.2015541,"Downregulated"
"226292_at",0.034475,-1.2619356,"Downregulated"
"230481_at",0.034523,-1.7265816,"Downregulated"
"1568830_at",0.034529,-1.0112906,"Downregulated"
"229635_at",0.034589,1.2768811,"Upregulated"
"226097_at",0.034589,-1.0218127,"Downregulated"
"240320_at",0.034609,-1.4282613,"Downregulated"
"222100_at",0.034641,-2.1122701,"Downregulated"
"219225_at",0.034641,1.2659605,"Upregulated"
"235245_at",0.034762,-1.0688871,"Downregulated"
"1562321_at",0.034768,-2.1560896,"Downregulated"
"210155_at",0.034803,-1.8619228,"Downregulated"
"201952_at",0.034835,-1.1533455,"Downregulated"
"223895_s_at",0.034835,-1.8211047,"Downregulated"
"243716_at",0.034886,-1.6746375,"Downregulated"
"204682_at",0.035028,1.1399908,"Upregulated"
"238380_s_at",0.035028,-1.4026412,"Downregulated"
"233279_at",0.035028,-2.1916547,"Downregulated"
"230144_at",0.035028,-2.3030846,"Downregulated"
"242426_at",0.035069,-2.4135526,"Downregulated"
"226953_at",0.035069,-1.4756881,"Downregulated"
"220819_at",0.035105,-1.3983109,"Downregulated"
"1553437_at",0.035236,-1.4206477,"Downregulated"
"223854_at",0.035244,1.1750456,"Upregulated"
"211837_s_at",0.035267,-1.1052752,"Downregulated"
"214204_at",0.035353,-2.4584993,"Downregulated"
"202095_s_at",0.035366,1.4896504,"Upregulated"
"241773_at",0.035371,-1.0333785,"Downregulated"
"223745_at",0.035379,-1.7795687,"Downregulated"
"237465_at",0.035457,-1.2128891,"Downregulated"
"239362_at",0.035457,-1.7642628,"Downregulated"
"229163_at",0.035457,1.6151493,"Upregulated"
"233802_at",0.035457,-1.377142,"Downregulated"
"239403_at",0.035457,-1.0053047,"Downregulated"
"202018_s_at",0.035459,-4.7786947,"Downregulated"
"207756_at",0.03553,-1.244309,"Downregulated"
"227860_at",0.03553,2.2924239,"Upregulated"
"1559438_at",0.035578,-1.543359,"Downregulated"
"228831_s_at",0.035578,-1.3001866,"Downregulated"
"215446_s_at",0.035659,1.5131068,"Upregulated"
"227115_at",0.03569,-1.0487557,"Downregulated"
"1552325_at",0.03576,-1.5037799,"Downregulated"
"1562640_at",0.035802,2.0022944,"Upregulated"
"232181_at",0.035802,-1.2572791,"Downregulated"
"208028_s_at",0.035802,-2.1631722,"Downregulated"
"227771_at",0.035802,-1.7577523,"Downregulated"
"233902_at",0.035957,-1.0469451,"Downregulated"
"204378_at",0.035957,-2.7550007,"Downregulated"
