"Gene_Id","padj","logFC","Regulation"
"1567219_at",0.009363,1.0499703,"Upregulated"
"231211_s_at",0.009363,-4.1353181,"Downregulated"
"237654_at",0.009363,-1.693181,"Downregulated"
"232929_at",0.009368,-1.0290066,"Downregulated"
"220524_at",0.009368,-1.7681553,"Downregulated"
"243921_at",0.009368,2.4043439,"Upregulated"
"209955_s_at",0.009368,3.9920989,"Upregulated"
"207655_s_at",0.009368,-1.1883016,"Downregulated"
"1554246_at",0.009368,-1.2522631,"Downregulated"
"243562_at",0.009368,-2.4980522,"Downregulated"
"206170_at",0.009368,-2.1689328,"Downregulated"
"1563816_at",0.009368,-1.9289274,"Downregulated"
"232217_at",0.009368,1.4956806,"Upregulated"
"221766_s_at",0.009368,-1.5800376,"Downregulated"
"213964_x_at",0.009368,-1.09992,"Downregulated"
"235420_at",0.009368,-3.3436518,"Downregulated"
"201468_s_at",0.009368,-1.4487058,"Downregulated"
"204704_s_at",0.009369,-4.5435921,"Downregulated"
"205765_at",0.009382,-2.0910967,"Downregulated"
"219979_s_at",0.009382,1.0014325,"Upregulated"
"1567013_at",0.009401,-1.7211358,"Downregulated"
"202952_s_at",0.009411,2.6351668,"Upregulated"
"201111_at",0.009411,1.1679091,"Upregulated"
"230135_at",0.009417,-2.8647426,"Downregulated"
"204437_s_at",0.009432,-2.5936504,"Downregulated"
"1552400_a_at",0.009471,-1.79497,"Downregulated"
"220351_at",0.009523,-2.1517332,"Downregulated"
"1566605_at",0.009547,-1.0603697,"Downregulated"
"232918_at",0.00958,1.5372422,"Upregulated"
"226658_at",0.009614,2.1351529,"Upregulated"
"1563022_at",0.009614,-1.7366366,"Downregulated"
"229147_at",0.009637,-2.0182687,"Downregulated"
"220767_at",0.009673,-1.8640943,"Downregulated"
"238941_at",0.009685,-2.6858405,"Downregulated"
"231882_at",0.009689,1.6998569,"Upregulated"
"1563407_x_at",0.009689,-2.9339337,"Downregulated"
"216058_s_at",0.009726,-2.3867726,"Downregulated"
"233567_at",0.009787,-2.273754,"Downregulated"
"239528_at",0.009793,-1.0703574,"Downregulated"
"205111_s_at",0.00986,-1.7130446,"Downregulated"
"205248_at",0.0099,-1.1248465,"Downregulated"
"211548_s_at",0.009939,-3.4019165,"Downregulated"
"202087_s_at",0.010061,1.5885838,"Upregulated"
"222108_at",0.010062,1.3006662,"Upregulated"
"238095_at",0.010062,-2.2657949,"Downregulated"
"231637_at",0.010128,-1.5765024,"Downregulated"
"1560219_at",0.010128,-1.9743369,"Downregulated"
"234670_at",0.010128,-1.1588444,"Downregulated"
"211964_at",0.010139,1.3943643,"Upregulated"
"204463_s_at",0.01017,1.6628069,"Upregulated"
"221588_x_at",0.01017,-1.6206969,"Downregulated"
"220629_at",0.010235,-2.278786,"Downregulated"
"1553834_at",0.010241,-1.8283797,"Downregulated"
"213905_x_at",0.010342,2.6204491,"Upregulated"
"218986_s_at",0.010376,-2.0275719,"Downregulated"
"239765_at",0.010379,-1.3778838,"Downregulated"
"1559571_a_at",0.010406,-2.1377227,"Downregulated"
"240661_at",0.010406,1.6144814,"Upregulated"
"224480_s_at",0.010406,-2.0779938,"Downregulated"
"219429_at",0.010406,-2.26995,"Downregulated"
"1553776_at",0.010467,-2.3716252,"Downregulated"
"231035_s_at",0.010467,-1.1892961,"Downregulated"
"224396_s_at",0.010467,2.5096667,"Upregulated"
"1568730_at",0.010467,-2.6950627,"Downregulated"
"203914_x_at",0.010467,-3.4797985,"Downregulated"
"206469_x_at",0.010467,-2.1246551,"Downregulated"
"226974_at",0.010467,-1.6753551,"Downregulated"
"1553417_at",0.010467,-1.0253715,"Downregulated"
"205703_at",0.010517,-1.8466829,"Downregulated"
"206293_at",0.010517,-3.677977,"Downregulated"
"208126_s_at",0.010576,-2.8248293,"Downregulated"
"238018_at",0.010591,-3.0572328,"Downregulated"
"236305_at",0.010647,-1.0687045,"Downregulated"
"204030_s_at",0.010647,1.2771946,"Upregulated"
"237863_at",0.010647,2.5949604,"Upregulated"
"225651_at",0.010647,1.0309983,"Upregulated"
"220266_s_at",0.010647,-1.9958316,"Downregulated"
"212077_at",0.010647,1.104454,"Upregulated"
"236726_at",0.010703,-1.83346,"Downregulated"
"208851_s_at",0.010711,2.036229,"Upregulated"
"226799_at",0.010711,1.087545,"Upregulated"
"244353_s_at",0.010711,-2.2245193,"Downregulated"
"217875_s_at",0.010711,1.7410289,"Upregulated"
"228285_at",0.010723,-1.3120788,"Downregulated"
"225457_s_at",0.010739,-1.995057,"Downregulated"
"224560_at",0.010756,1.2070953,"Upregulated"
"205057_s_at",0.010888,-1.2387277,"Downregulated"
"211844_s_at",0.010888,2.1636328,"Upregulated"
"221823_at",0.010888,-1.5924412,"Downregulated"
"212838_at",0.010927,-1.0519054,"Downregulated"
"219758_at",0.010967,1.7087781,"Upregulated"
"234943_at",0.011018,-1.0001366,"Downregulated"
"233555_s_at",0.011049,1.3899689,"Upregulated"
"1560107_at",0.011049,-2.7956611,"Downregulated"
"216381_x_at",0.011049,-2.0848518,"Downregulated"
"229310_at",0.011049,1.1584913,"Upregulated"
"1554962_a_at",0.011049,1.6499524,"Upregulated"
"230485_at",0.011049,-1.010415,"Downregulated"
"240083_at",0.011049,2.063847,"Upregulated"
"1552575_a_at",0.011049,-1.5247845,"Downregulated"
"1557651_x_at",0.011063,-1.0129705,"Downregulated"
"229479_at",0.011143,4.0107578,"Upregulated"
"222245_s_at",0.011143,-1.8744903,"Downregulated"
"224724_at",0.011185,1.4104273,"Upregulated"
"211020_at",0.011217,-1.2491729,"Downregulated"
"222549_at",0.011238,2.6621611,"Upregulated"
"230559_x_at",0.011263,-1.8654365,"Downregulated"
"1552830_at",0.011263,-1.5428948,"Downregulated"
"1563531_at",0.011347,-1.2553438,"Downregulated"
"225481_at",0.011347,1.2705511,"Upregulated"
"225116_at",0.01136,-1.0464924,"Downregulated"
"239156_at",0.011388,-1.1560079,"Downregulated"
"1552801_at",0.011394,-2.5667229,"Downregulated"
"206026_s_at",0.011395,1.8140808,"Upregulated"
"1559820_at",0.011454,-1.0576816,"Downregulated"
"226030_at",0.011454,-1.1334899,"Downregulated"
"225834_at",0.011467,1.802967,"Upregulated"
"205751_at",0.011471,-3.7276808,"Downregulated"
"207191_s_at",0.011489,1.3147677,"Upregulated"
"204718_at",0.011489,-1.3292951,"Downregulated"
"209946_at",0.011513,1.3100541,"Upregulated"
"201425_at",0.011521,-1.0711392,"Downregulated"
"212667_at",0.011523,1.6295402,"Upregulated"
"201088_at",0.011523,1.0010273,"Upregulated"
"211766_s_at",0.011523,-3.7474862,"Downregulated"
"210193_at",0.011523,-1.1113812,"Downregulated"
"1557154_at",0.011523,-2.3913651,"Downregulated"
"208788_at",0.011541,1.0576463,"Upregulated"
"206025_s_at",0.011541,1.8149806,"Upregulated"
"220179_at",0.011563,-2.2363252,"Downregulated"
"210745_at",0.011563,-1.2531624,"Downregulated"
"230315_at",0.011563,-1.0672031,"Downregulated"
"219872_at",0.011563,1.4709153,"Upregulated"
"221558_s_at",0.011563,1.1908233,"Upregulated"
"229373_at",0.011563,-1.7936306,"Downregulated"
"221598_s_at",0.011594,1.0030276,"Upregulated"
"201954_at",0.011609,1.0627691,"Upregulated"
"216481_at",0.011628,-1.7271659,"Downregulated"
"218368_s_at",0.011628,2.1516392,"Upregulated"
"231189_at",0.011628,-1.0448151,"Downregulated"
"231897_at",0.011628,-1.2989623,"Downregulated"
"220299_at",0.011628,-1.0506908,"Downregulated"
"217274_x_at",0.011628,-1.3418595,"Downregulated"
"204697_s_at",0.011802,-3.9972504,"Downregulated"
"213036_x_at",0.011802,-1.377552,"Downregulated"
"225283_at",0.011823,-1.260671,"Downregulated"
"227417_at",0.011823,-1.2912318,"Downregulated"
"1563048_at",0.011823,-1.5931587,"Downregulated"
"201506_at",0.01188,1.0229307,"Upregulated"
"223519_at",0.01188,1.492708,"Upregulated"
"241473_at",0.011883,1.4986183,"Upregulated"
"212132_at",0.011883,1.1055182,"Upregulated"
"214770_at",0.011883,1.297133,"Upregulated"
"239761_at",0.011883,-1.5382305,"Downregulated"
"219147_s_at",0.011883,-1.0618431,"Downregulated"
"209473_at",0.011883,1.0011166,"Upregulated"
"237690_at",0.011883,2.3799838,"Upregulated"
"217558_at",0.011883,-1.6296643,"Downregulated"
"213227_at",0.011903,-1.1929403,"Downregulated"
"230365_at",0.011934,-2.4035736,"Downregulated"
"1559167_x_at",0.011974,-1.1158158,"Downregulated"
"223385_at",0.011974,-1.5503613,"Downregulated"
"208790_s_at",0.011975,1.257544,"Upregulated"
"214235_at",0.011975,-2.0327648,"Downregulated"
"213310_at",0.011975,1.0532168,"Upregulated"
"216781_at",0.011987,-2.3180966,"Downregulated"
"220247_at",0.012122,2.0121784,"Upregulated"
"241672_at",0.012132,-1.8696909,"Downregulated"
"233403_x_at",0.012272,-1.8992449,"Downregulated"
"209380_s_at",0.012272,-1.3320674,"Downregulated"
"229916_at",0.012321,-2.5416155,"Downregulated"
"231887_s_at",0.012332,1.2525687,"Upregulated"
"219901_at",0.012332,1.2271769,"Upregulated"
"219695_at",0.012377,-1.4788659,"Downregulated"
"1559258_a_at",0.012438,3.6214706,"Upregulated"
"243174_at",0.012438,-1.1842255,"Downregulated"
"201231_s_at",0.012443,1.1708531,"Upregulated"
"223427_s_at",0.012523,-1.2963031,"Downregulated"
"242186_x_at",0.012623,-1.341181,"Downregulated"
"211123_at",0.012774,-1.3322323,"Downregulated"
"222956_at",0.012774,-1.9868025,"Downregulated"
"240107_at",0.012809,-1.3763553,"Downregulated"
"238862_at",0.012826,-3.2884294,"Downregulated"
"215100_at",0.012826,-2.6260161,"Downregulated"
"1569887_a_at",0.012841,-1.027754,"Downregulated"
"224546_at",0.012843,-1.5758762,"Downregulated"
"210179_at",0.012843,-4.0307732,"Downregulated"
"235909_at",0.012843,-1.4986221,"Downregulated"
"1569150_x_at",0.012843,2.4145744,"Upregulated"
"200875_s_at",0.012845,1.491275,"Upregulated"
"236308_at",0.012845,-2.4178796,"Downregulated"
"1560659_at",0.012864,-1.2036764,"Downregulated"
"1556156_at",0.013061,-2.3155239,"Downregulated"
"212554_at",0.01309,1.6435162,"Upregulated"
"227211_at",0.013157,1.1271861,"Upregulated"
"206981_at",0.013181,-1.5276092,"Downregulated"
"234992_x_at",0.013196,1.4924956,"Upregulated"
"224099_at",0.013196,-1.5706241,"Downregulated"
"233539_at",0.013196,-1.0754648,"Downregulated"
"1566868_at",0.013196,-1.1352468,"Downregulated"
"204290_s_at",0.013294,-1.6301598,"Downregulated"
"221589_s_at",0.013323,-1.5926986,"Downregulated"
"223063_at",0.013581,1.0147668,"Upregulated"
"235050_at",0.013581,-2.0646441,"Downregulated"
"238621_at",0.013581,-1.1085069,"Downregulated"
"204487_s_at",0.013581,-1.3593017,"Downregulated"
"207981_s_at",0.013581,-5.2815514,"Downregulated"
"231582_at",0.013581,-1.3916204,"Downregulated"
"212489_at",0.013581,1.7720446,"Upregulated"
"242560_at",0.013624,1.0902057,"Upregulated"
"220622_at",0.013637,-2.6002525,"Downregulated"
"213066_at",0.013663,2.1467707,"Upregulated"
"1553249_at",0.013663,-2.618464,"Downregulated"
"230336_at",0.013708,1.8114065,"Upregulated"
"232458_at",0.013788,1.5828783,"Upregulated"
"207522_s_at",0.013839,-1.6370846,"Downregulated"
"229782_at",0.013895,-2.8889786,"Downregulated"
"212372_at",0.013895,1.4417753,"Upregulated"
"207502_at",0.013895,-2.9516937,"Downregulated"
"32128_at",0.013933,1.9057889,"Upregulated"
"241396_at",0.013933,-1.3249012,"Downregulated"
"231646_at",0.013977,-6.2527903,"Downregulated"
"217187_at",0.013977,-2.3917252,"Downregulated"
"243564_at",0.014027,-1.5337143,"Downregulated"
"204078_at",0.014079,1.1793814,"Upregulated"
"224578_at",0.01417,1.0127921,"Upregulated"
"1561135_at",0.014234,-1.0367408,"Downregulated"
"233471_at",0.014459,-2.0751036,"Downregulated"
"230131_x_at",0.014547,-1.1732638,"Downregulated"
"1561589_a_at",0.014552,-1.2362746,"Downregulated"
"210643_at",0.014552,1.822478,"Upregulated"
"208103_s_at",0.014552,1.2179564,"Upregulated"
"213262_at",0.014552,1.0961062,"Upregulated"
"233322_at",0.014552,-1.9054698,"Downregulated"
"234563_at",0.014552,1.7157977,"Upregulated"
"228169_s_at",0.014552,-1.4274401,"Downregulated"
"212501_at",0.014552,1.1777098,"Upregulated"
"1557617_at",0.014617,-1.018873,"Downregulated"
"204965_at",0.014653,-4.1379195,"Downregulated"
"232424_at",0.014655,-1.3215069,"Downregulated"
"212445_s_at",0.014655,-1.1433101,"Downregulated"
"1558152_at",0.014655,1.6061964,"Upregulated"
"220186_s_at",0.014663,-1.6731066,"Downregulated"
"236396_at",0.014674,-1.5523587,"Downregulated"
"226281_at",0.014684,-3.3743002,"Downregulated"
"230875_s_at",0.014792,1.428481,"Upregulated"
"230482_at",0.014831,1.3063044,"Upregulated"
"204619_s_at",0.014885,1.3990109,"Upregulated"
"206262_at",0.014896,-4.1947457,"Downregulated"
"223612_s_at",0.014904,-2.1475361,"Downregulated"
"1552422_at",0.014904,1.6922753,"Upregulated"
"219479_at",0.014904,1.0740089,"Upregulated"
"226185_at",0.014906,-1.357846,"Downregulated"
"221099_at",0.014906,-2.0542727,"Downregulated"
"243582_at",0.014906,-2.9243506,"Downregulated"
"239370_at",0.014907,-2.7689875,"Downregulated"
"231390_at",0.014934,-1.7888195,"Downregulated"
"225097_at",0.01498,-1.0239361,"Downregulated"
"1562327_at",0.015008,-1.9195077,"Downregulated"
"228766_at",0.015031,-1.4051832,"Downregulated"
"234877_x_at",0.015031,-1.0103564,"Downregulated"
"202263_at",0.015031,-1.5166682,"Downregulated"
"200965_s_at",0.015031,-1.2833174,"Downregulated"
"230326_s_at",0.015063,1.0651271,"Upregulated"
"206858_s_at",0.015063,3.6094348,"Upregulated"
"230080_at",0.015065,2.128893,"Upregulated"
"239010_at",0.015065,2.4043836,"Upregulated"
"239196_at",0.015065,-1.4998869,"Downregulated"
"213429_at",0.015065,1.4128064,"Upregulated"
"205199_at",0.015078,-3.7611726,"Downregulated"
"204726_at",0.015118,2.1494241,"Upregulated"
"229070_at",0.015176,-3.1361284,"Downregulated"
"207249_s_at",0.015198,-5.0353225,"Downregulated"
"215712_s_at",0.015285,-1.8991962,"Downregulated"
"217626_at",0.015353,-2.9872316,"Downregulated"
"235651_at",0.015353,-1.4337461,"Downregulated"
"210861_s_at",0.015353,3.177845,"Upregulated"
"223551_at",0.015406,-2.9304274,"Downregulated"
"240770_at",0.015429,-1.5868802,"Downregulated"
"1569722_s_at",0.015429,-1.1685197,"Downregulated"
"1553835_a_at",0.015479,-3.2483067,"Downregulated"
"233833_at",0.015481,-1.0165454,"Downregulated"
"221000_s_at",0.015481,-1.1260732,"Downregulated"
"234406_at",0.015481,-1.6100523,"Downregulated"
"1556166_x_at",0.015481,2.0421453,"Upregulated"
"227314_at",0.015481,1.4245339,"Upregulated"
"201431_s_at",0.015481,1.9589241,"Upregulated"
"241794_at",0.015481,-1.2707333,"Downregulated"
"226051_at",0.015481,1.1789042,"Upregulated"
"218638_s_at",0.01549,1.2507757,"Upregulated"
"202407_s_at",0.015572,1.617934,"Upregulated"
"221686_s_at",0.015572,-1.3020759,"Downregulated"
"217321_x_at",0.015629,-1.7765356,"Downregulated"
"227626_at",0.015643,-1.4690786,"Downregulated"
"219612_s_at",0.01569,-3.4308571,"Downregulated"
"218951_s_at",0.015776,-1.1866186,"Downregulated"
"238202_at",0.015883,-2.2430866,"Downregulated"
"220613_s_at",0.015903,-1.937844,"Downregulated"
"226936_at",0.015955,1.1149964,"Upregulated"
"236418_at",0.01601,-1.8008254,"Downregulated"
"207162_s_at",0.01601,-1.1308227,"Downregulated"
"1555729_a_at",0.016045,-1.5802179,"Downregulated"
"244417_at",0.016086,-1.0206359,"Downregulated"
"237349_at",0.016137,-1.0200622,"Downregulated"
"244643_at",0.016197,-2.6102247,"Downregulated"
"211762_s_at",0.016197,1.1263889,"Upregulated"
"212814_at",0.016197,-1.3786257,"Downregulated"
"1568598_at",0.016197,-3.2966648,"Downregulated"
"1565581_at",0.016197,-1.7500451,"Downregulated"
"221870_at",0.0162,1.5585236,"Upregulated"
"1568647_at",0.0162,-1.9116079,"Downregulated"
"216432_at",0.0162,-1.7369608,"Downregulated"
"222294_s_at",0.0162,-1.4530338,"Downregulated"
"240655_at",0.0162,-1.2791326,"Downregulated"
"237744_at",0.0162,-1.3166942,"Downregulated"
"216852_x_at",0.016309,-1.9342528,"Downregulated"
"201785_at",0.016309,-2.5086825,"Downregulated"
"212224_at",0.016362,-2.0033508,"Downregulated"
"213325_at",0.016377,-1.4422395,"Downregulated"
"219610_at",0.016387,-1.8191558,"Downregulated"
"209866_s_at",0.016387,-1.7292498,"Downregulated"
"1559687_at",0.01641,-1.6193845,"Downregulated"
"214234_s_at",0.01641,-2.0545274,"Downregulated"
"1566690_at",0.01641,-1.9315908,"Downregulated"
"217426_at",0.01641,2.045628,"Upregulated"
"203693_s_at",0.01641,1.2006795,"Upregulated"
"1557400_at",0.01641,-1.0702778,"Downregulated"
"220789_s_at",0.01641,1.9239517,"Upregulated"
"201348_at",0.01641,-1.6201557,"Downregulated"
"206529_x_at",0.016414,-1.4081048,"Downregulated"
"207808_s_at",0.016417,1.3813334,"Upregulated"
"237262_at",0.016456,-1.005491,"Downregulated"
"219401_at",0.016512,-1.2980294,"Downregulated"
"243020_at",0.016512,-1.0464345,"Downregulated"
"1564802_at",0.016512,-1.0615154,"Downregulated"
"1554018_at",0.016608,1.8061795,"Upregulated"
"239828_at",0.016638,-1.7514265,"Downregulated"
"213790_at",0.016649,1.8810696,"Upregulated"
"222877_at",0.016686,1.5582725,"Upregulated"
"217404_s_at",0.016686,-2.9263455,"Downregulated"
"210119_at",0.016686,-3.4550578,"Downregulated"
"226621_at",0.016686,1.0635008,"Upregulated"
"1559739_at",0.016686,-1.1954015,"Downregulated"
"1553722_s_at",0.016686,-1.4686468,"Downregulated"
"216997_x_at",0.0167,-1.1895472,"Downregulated"
"217022_s_at",0.016747,-4.1443198,"Downregulated"
"237747_at",0.016747,-1.4491214,"Downregulated"
"229254_at",0.016833,-4.0547438,"Downregulated"
"241762_at",0.016877,1.5221008,"Upregulated"
"201346_at",0.017014,-1.1346466,"Downregulated"
"1554600_s_at",0.017098,1.080103,"Upregulated"
"1554277_s_at",0.017111,1.5160375,"Upregulated"
"228184_at",0.017113,-1.4249395,"Downregulated"
"225662_at",0.017117,1.1088028,"Upregulated"
"240522_at",0.017133,-1.97918,"Downregulated"
"1552519_at",0.017214,-1.1927015,"Downregulated"
"211082_x_at",0.017214,-1.6637202,"Downregulated"
"227306_at",0.017214,-2.9994809,"Downregulated"
"223541_at",0.017214,-1.6229815,"Downregulated"
"219527_at",0.017221,-1.0047757,"Downregulated"
"215300_s_at",0.017265,-1.5533331,"Downregulated"
"204338_s_at",0.017342,2.3838246,"Upregulated"
"205282_at",0.017415,1.7412581,"Upregulated"
"206311_s_at",0.017416,-3.1026942,"Downregulated"
"203186_s_at",0.017484,1.5286594,"Upregulated"
"219693_at",0.017484,1.398365,"Upregulated"
"206144_at",0.017502,-1.0271113,"Downregulated"
"228807_at",0.017569,-1.7155664,"Downregulated"
"208486_at",0.017569,-2.2929841,"Downregulated"
"211709_s_at",0.017569,1.892234,"Upregulated"
"1559640_at",0.01761,-1.5927829,"Downregulated"
"213194_at",0.01761,1.0727093,"Upregulated"
"205757_at",0.01761,-1.5314077,"Downregulated"
"231936_at",0.017673,3.135436,"Upregulated"
"211441_x_at",0.017673,-1.3304183,"Downregulated"
"1556205_at",0.017673,-1.4365993,"Downregulated"
"1558411_at",0.017673,-1.8259122,"Downregulated"
"207885_at",0.017673,-3.3483847,"Downregulated"
"234122_at",0.017673,-1.4608019,"Downregulated"
"207172_s_at",0.017715,1.2264006,"Upregulated"
"221928_at",0.017763,-1.2154428,"Downregulated"
"221841_s_at",0.017766,-1.7449009,"Downregulated"
"228824_s_at",0.017777,-1.2740117,"Downregulated"
"228686_at",0.017777,-1.0712591,"Downregulated"
"211357_s_at",0.017878,-3.6869605,"Downregulated"
"238194_at",0.017918,-2.3756396,"Downregulated"
"206069_s_at",0.017918,-2.9187406,"Downregulated"
"231782_s_at",0.017979,-1.8519366,"Downregulated"
"220630_s_at",0.018043,-5.7033941,"Downregulated"
"1560456_at",0.018043,-1.9336265,"Downregulated"
"206522_at",0.018066,-2.842309,"Downregulated"
"223569_at",0.01807,-1.2761778,"Downregulated"
"225299_at",0.01807,-1.7144104,"Downregulated"
"216297_at",0.01807,-1.1975201,"Downregulated"
"232164_s_at",0.01807,1.5061763,"Upregulated"
"209118_s_at",0.01807,1.2919145,"Upregulated"
"1555151_s_at",0.018145,-1.8781317,"Downregulated"
"209696_at",0.018156,-1.3654888,"Downregulated"
"202765_s_at",0.018156,1.5110088,"Upregulated"
"219736_at",0.018156,-1.8840717,"Downregulated"
"201109_s_at",0.018298,1.3027375,"Upregulated"
"202145_at",0.018298,2.1620569,"Upregulated"
"215319_at",0.018458,-1.8577984,"Downregulated"
"228707_at",0.018489,-1.7241823,"Downregulated"
"235836_at",0.018492,2.1877901,"Upregulated"
"221696_s_at",0.018493,-2.1298366,"Downregulated"
"217440_at",0.018493,-2.2836369,"Downregulated"
"205776_at",0.018511,-1.5383639,"Downregulated"
"241929_at",0.018528,-1.0857385,"Downregulated"
"217645_at",0.01862,-1.1374726,"Downregulated"
"231191_at",0.018638,-1.0911124,"Downregulated"
"223487_x_at",0.018638,1.2302162,"Upregulated"
"209406_at",0.018644,1.4080221,"Upregulated"
"213868_s_at",0.018644,-1.2007787,"Downregulated"
"228865_at",0.018762,-1.4438972,"Downregulated"
"206372_at",0.018766,-1.9286175,"Downregulated"
"1556737_at",0.018766,-1.2763771,"Downregulated"
"231644_at",0.018766,-1.1629518,"Downregulated"
"229599_at",0.0188,-1.0996604,"Downregulated"
"1570444_at",0.0188,-1.6288192,"Downregulated"
"205997_at",0.0188,-2.313408,"Downregulated"
"214255_at",0.018845,1.0579525,"Upregulated"
"226918_at",0.018845,-1.7585763,"Downregulated"
"204810_s_at",0.018875,-3.1251946,"Downregulated"
"211148_s_at",0.01891,1.9425615,"Upregulated"
"1555816_at",0.018925,-1.6405398,"Downregulated"
"208063_s_at",0.018925,-4.1286052,"Downregulated"
"241137_at",0.018939,-4.8298945,"Downregulated"
"1554983_at",0.018958,-1.8166195,"Downregulated"
"238128_at",0.018983,-1.8165371,"Downregulated"
"233513_at",0.018983,-1.4444093,"Downregulated"
"1560513_at",0.019018,-1.6073139,"Downregulated"
"235629_at",0.019037,1.790451,"Upregulated"
"218051_s_at",0.019037,1.9077856,"Upregulated"
"206742_at",0.019181,-2.3610364,"Downregulated"
"239929_at",0.019181,-1.4700382,"Downregulated"
"225665_at",0.019181,1.3053188,"Upregulated"
"201739_at",0.019216,-1.4310491,"Downregulated"
"238144_s_at",0.019226,1.4244627,"Upregulated"
"234510_at",0.019317,-2.3063138,"Downregulated"
"222272_x_at",0.019374,-1.4133838,"Downregulated"
"1556123_a_at",0.019398,-1.0050499,"Downregulated"
"205713_s_at",0.019474,3.0957356,"Upregulated"
"232165_at",0.019518,1.3559071,"Upregulated"
"211564_s_at",0.019518,1.883343,"Upregulated"
"213456_at",0.019518,-5.7023331,"Downregulated"
"203561_at",0.019518,1.1259109,"Upregulated"
"239261_s_at",0.019518,1.8894246,"Upregulated"
"1570433_at",0.019518,-1.9015228,"Downregulated"
"1562308_at",0.019518,1.9612569,"Upregulated"
"219304_s_at",0.019545,-1.6887199,"Downregulated"
"229151_at",0.019591,-1.6499485,"Downregulated"
"216138_at",0.019676,-1.2580638,"Downregulated"
"205166_at",0.019676,-1.0345919,"Downregulated"
"1556368_at",0.019676,-2.0853576,"Downregulated"
"224031_at",0.019735,-1.2866229,"Downregulated"
"224579_at",0.01977,1.244251,"Upregulated"
"1564049_at",0.019872,-2.4509451,"Downregulated"
"206492_at",0.019886,-1.1607973,"Downregulated"
"203817_at",0.019886,1.2904337,"Upregulated"
"206915_at",0.019902,-3.0370121,"Downregulated"
"1557589_a_at",0.019999,-1.5847921,"Downregulated"
"229296_at",0.019999,1.888864,"Upregulated"
"214511_x_at",0.019999,1.2545805,"Upregulated"
"1563414_at",0.020044,2.0504757,"Upregulated"
"227628_at",0.020044,1.5477366,"Upregulated"
"235650_at",0.020044,-1.6927572,"Downregulated"
"234549_at",0.020044,2.2239132,"Upregulated"
"227660_at",0.020044,1.7530691,"Upregulated"
"232985_s_at",0.020044,-1.8893553,"Downregulated"
"229004_at",0.020044,-1.2711574,"Downregulated"
"1553938_a_at",0.020044,-1.9083497,"Downregulated"
"209703_x_at",0.020061,-1.5925265,"Downregulated"
"240242_at",0.020061,-2.7075624,"Downregulated"
"1562678_at",0.020067,-2.1664704,"Downregulated"
"233565_s_at",0.020094,-1.5849818,"Downregulated"
"244282_at",0.020094,-1.4733507,"Downregulated"
"209198_s_at",0.020094,1.1546739,"Upregulated"
"1560135_at",0.020094,-1.060318,"Downregulated"
"239058_at",0.020094,1.1966705,"Upregulated"
"1555786_s_at",0.020106,-2.1337498,"Downregulated"
"235766_x_at",0.020106,-1.496067,"Downregulated"
"202017_at",0.020106,-1.0044915,"Downregulated"
"205479_s_at",0.020106,1.4590685,"Upregulated"
"234475_x_at",0.020106,-1.609269,"Downregulated"
"204992_s_at",0.020111,1.2146758,"Upregulated"
"215184_at",0.020179,-1.1383798,"Downregulated"
"214433_s_at",0.020179,-1.7464584,"Downregulated"
"229831_at",0.020179,-2.7838521,"Downregulated"
"216950_s_at",0.020224,1.3006294,"Upregulated"
"209408_at",0.02026,1.3373829,"Upregulated"
"243501_at",0.02029,-1.06749,"Downregulated"
"233486_at",0.020365,-1.1020466,"Downregulated"
"221095_s_at",0.020365,-5.630381,"Downregulated"
"228251_at",0.020365,1.4222722,"Upregulated"
"224028_at",0.020435,-2.2257072,"Downregulated"
"220979_s_at",0.020435,1.1340292,"Upregulated"
"214390_s_at",0.020435,1.9036485,"Upregulated"
"206018_at",0.020437,-1.9271168,"Downregulated"
"233259_at",0.020505,-2.0447968,"Downregulated"
"211764_s_at",0.020521,1.1019296,"Upregulated"
"227172_at",0.020585,-1.3557928,"Downregulated"
"1552752_a_at",0.020625,-1.0093629,"Downregulated"
"1560728_at",0.020676,-2.1616975,"Downregulated"
"226545_at",0.020676,1.1533416,"Upregulated"
"1563596_at",0.02069,-1.177403,"Downregulated"
"202715_at",0.02069,1.4883526,"Upregulated"
"230358_at",0.020707,-1.5407223,"Downregulated"
"239045_at",0.020707,-1.0414838,"Downregulated"
"231139_at",0.020711,-1.1001149,"Downregulated"
"204778_x_at",0.020711,1.3763753,"Upregulated"
"239673_at",0.020753,-1.777349,"Downregulated"
"231669_at",0.020815,-1.9497715,"Downregulated"
"235911_at",0.020815,2.0803457,"Upregulated"
"1566168_at",0.020815,-1.7476317,"Downregulated"
"220615_s_at",0.02082,1.3713603,"Upregulated"
"225280_x_at",0.020844,-1.1872528,"Downregulated"
"214844_s_at",0.020854,1.4560517,"Upregulated"
"242494_at",0.020869,1.3221683,"Upregulated"
"241362_at",0.020951,1.7319749,"Upregulated"
"207018_s_at",0.020951,-2.0379563,"Downregulated"
"220017_x_at",0.020988,-2.9892353,"Downregulated"
"203821_at",0.020988,-1.0227022,"Downregulated"
"241592_at",0.02104,-1.3009458,"Downregulated"
"241710_at",0.021072,1.9971765,"Upregulated"
"204639_at",0.021097,-1.5204753,"Downregulated"
"242419_at",0.021103,-2.1078493,"Downregulated"
"205958_x_at",0.02115,-2.1283284,"Downregulated"
"214117_s_at",0.021205,-1.0118941,"Downregulated"
