"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"mmu-mir-138-2-A",-1.03738741109446,10.7899901670704,-9.35089176108007,6.44398928645229e-12,6.59864502932714e-08,16.9492336651734,"Downregulated"
"hsa-mir-558-P.1",-1.10843002539533,13.115318353666,-8.85129755647379,3.09686539554868e-11,1.19048604325756e-07,15.4557940895221,"Downregulated"
"mmu-mir-138-2-A.1",-1.05652287684021,10.770852374379,-8.81383799783403,3.48775207985612e-11,1.19048604325756e-07,15.3425268175972,"Downregulated"
"hsa-mir-100-A",2.22607784544591,9.38364755790315,8.57005804542358,7.58839301240886e-11,1.94262861117667e-07,14.6011968991165,"Upregulated"
"hsa-mir-194-2-A.1",-1.20080291086384,11.0465455072095,-8.38400370433523,1.37936051542658e-10,2.82493033559363e-07,14.0306549920447,"Downregulated"
"mmu-let-7g-A.1",1.73651608828447,9.02812437484653,8.15199153938102,2.92055246401186e-10,4.46217512179088e-07,13.3137101585943,"Upregulated"
"mmu-mir-99b-A",1.48832891533985,10.4217034902488,8.12834253822674,3.1535630150487e-10,4.46217512179088e-07,13.2403045356402,"Upregulated"
"mmu-mir-100-A.1",2.11650499259493,9.65725332622393,8.07162526498102,3.79180985422015e-10,4.46217512179088e-07,13.0640172099358,"Upregulated"
"hsa-mir-194-2-A",-1.17934862187019,11.1435283907442,-8.05594391025645,3.99025708056878e-10,4.46217512179088e-07,13.0152178823348,"Downregulated"
"mmu-miR-705-P.1",-0.762367180045139,10.7303481147192,-8.02888922032084,4.35759289237391e-10,4.46217512179088e-07,12.9309661868998,"Not Significant"
"hsa-mir-125b2-A.1",2.43230359080286,9.55322255354563,7.99489443745119,4.86793686019504e-10,4.53160667712701e-07,12.8249966697482,"Upregulated"
"hsa-mir-125b2-A",2.49035609221817,9.54607693624775,7.96190409001453,5.42083207972445e-10,4.62577670803153e-07,12.7220471347093,"Upregulated"
"mmu-mir-100-A",2.25322531288766,9.67301291380084,7.91168719274654,6.38653169075879e-10,4.74693314670365e-07,12.5651335344756,"Upregulated"
"uc.198+A.1",-1.54084294607244,9.94009482760693,-7.90398045888398,6.54938569616307e-10,4.74693314670365e-07,12.5410303166144,"Downregulated"
"mmu-mir-125b-A.1",2.47689743343258,9.64847402865061,7.88566082209548,6.95351535161667e-10,4.74693314670365e-07,12.4837115751542,"Upregulated"
"hsa-mir-100-A.1",2.09429320337319,9.41141569541585,7.77269046716105,1.00655990803814e-09,6.44198341144409e-07,12.1295431056592,"Upregulated"
"mmu-miR-669c-A.1",-1.20150021639105,10.6637024391289,-7.73476308759262,1.13992081331393e-09,6.86634654607922e-07,12.01037306827,"Downregulated"
"hsa-mir-663-P",-1.08505677034117,11.7165939618979,-7.69304256524076,1.30729381418991e-09,7.05343227994912e-07,11.879135041378,"Downregulated"
"Hcd719 left.1",-1.27921096015243,8.70784051475806,-7.69270550490044,1.30874231756868e-09,7.05343227994912e-07,11.8780741380454,"Downregulated"
"mmu-mir-125a-A.1",1.60743978753459,8.93685106406484,7.66306631890814,1.44264916330624e-09,7.38636371612794e-07,11.7847452241516,"Upregulated"
"mmu-mir-125a-A",1.55444999619472,9.02000955474086,7.63663596678739,1.57366647067699e-09,7.57256193858264e-07,11.70145587211,"Upregulated"
"hsa-mir-483-A.1",-0.892711866515471,13.8223197926856,-7.62652186339301,1.62691760399236e-09,7.57256193858264e-07,11.6695676222406,"Not Significant"
"mmu-mir-223-A",1.93995772274133,9.64930612412274,7.57035833975182,1.95742381012893e-09,8.45508527925837e-07,11.4923348278235,"Upregulated"
"hsa-mir-483-A",-0.89049715585536,13.8204682581483,-7.56662384547315,1.98166061232618e-09,8.45508527925837e-07,11.4805406937145,"Not Significant"
"mmu-let-7g-A",1.70548144146775,9.03430043906515,7.469082939214,2.73387750059911e-09,1.10418392141028e-06,11.1720899884998,"Upregulated"
"hsa-mir-100-1/2-A",1.77386600499195,9.41551436374034,7.44836373505826,2.92753937100314e-09,1.10418392141028e-06,11.1064732487295,"Upregulated"
"mmu-mir-223-A.1",2.03509994066528,9.55825360785209,7.4411312595883,2.99834455207166e-09,1.10418392141028e-06,11.0835605439123,"Upregulated"
"uc.198+A",-1.56771264950516,10.0725039813653,-7.42901654716746,3.12082953622903e-09,1.10418392141028e-06,11.0451718004876,"Downregulated"
"hsa-mir-558-P",-0.901902868809447,13.2109423999174,-7.42841090213202,3.12708337118146e-09,1.10418392141028e-06,11.043252357085,"Not Significant"
"hsa-mir-223-A",1.85611387653558,9.39930338951285,7.41211257718518,3.30019887079999e-09,1.12646788123306e-06,10.9915883926853,"Upregulated"
"hsa-mir-223-A.1",1.85606087976161,9.32004929050957,7.35836234413256,3.94247637582475e-09,1.30228897059501e-06,10.8210656954614,"Upregulated"
"mmu-mir-207-A",-1.06029363109142,11.3929395158379,-7.33701919317521,4.23115127052328e-09,1.35396840656745e-06,10.7532961182979,"Downregulated"
"mmu-mir-125b-A",2.51412184133357,9.68088902192744,7.31222306507879,4.59334801025206e-09,1.42532980681761e-06,10.6745218305092,"Upregulated"
"mmu-miR-615-A.1",-0.743642723590684,10.6096916500533,-7.27806606883328,5.14392307523648e-09,1.5492285967771e-06,10.5659390258764,"Not Significant"
"mmu-mir-125b-1-A",2.2889120169275,10.0338124319386,7.24476478965582,5.74458316224517e-09,1.68070090232544e-06,10.4600000705251,"Upregulated"
"uc.167+",-1.16466750016139,13.3952221726068,-7.21991341892987,6.23837337313083e-09,1.77447064835721e-06,10.3808942600551,"Downregulated"
"uc.167+.1",-1.19688492320931,13.3490495903271,-7.20194058042327,6.62188639441469e-09,1.8326518021299e-06,10.3236589093886,"Downregulated"
"hsa-mir-100-1/2-A.1",1.84808128879095,9.39176477360296,7.18782673356587,6.93960300124246e-09,1.86071767833111e-06,10.2786982396272,"Upregulated"
"mmu-mir-199b-P.2",1.82936932480452,10.876308690132,7.16945342491692,7.37628090103911e-09,1.86071767833111e-06,10.220149976594,"Upregulated"
"Hcd866 left",-0.841693100526557,11.1803102082076,-7.16812911861243,7.40880282876459e-09,1.86071767833111e-06,10.215929138954,"Not Significant"
"hsa-mir-125b1-A.1",2.32965423977082,9.50822540652804,7.16645429536407,7.45013914175542e-09,1.86071767833111e-06,10.2105909761133,"Upregulated"
"mmu-mir-99b-A.1",1.43355276141013,10.3508952774246,7.13727961328492,8.20856387922266e-09,2.00132605055334e-06,10.117574983045,"Upregulated"
"hsa-mir-598-P.1",-0.795487328722496,9.64937209116568,-7.10650921360172,9.09274753375722e-09,2.16534266850404e-06,10.0194160949963,"Not Significant"
"uc.309+A.1",-0.817672999322232,10.1769812098982,-7.04048708110897,1.13264996821455e-08,2.63598538057205e-06,9.80861884513594,"Not Significant"
"hsa-mir-152-P",-0.810912285215581,10.050381783069,-7.01189855166698,1.24576368867565e-08,2.83480448267525e-06,9.71726622832442,"Not Significant"
"hsa-mir-99b-A",1.23237372139246,10.2844801579664,6.9989562123341,1.30063810856486e-08,2.87943612552645e-06,9.67589571206509,"Upregulated"
"Hcd719 left",-1.24397067709818,8.7264886948618,-6.99415283544125,1.32161619042718e-08,2.87943612552645e-06,9.66053938675185,"Downregulated"
"mmu-miR-669c-A",-1.11132514285354,10.6414506851232,-6.97671462012643,1.40067258883882e-08,2.98810152285615e-06,9.60477975991125,"Downregulated"
"hsa-mir-146b-A.1",1.98607137092679,10.1744654669398,6.96520246819375,1.45544879092655e-08,3.00014948101428e-06,9.56796064192716,"Upregulated"
"mmu-mir-199b-P.3",1.72420218181743,10.825622869178,6.96325680674325,1.4649167387765e-08,3.00014948101428e-06,9.56173721522991,"Upregulated"
"mmu-mir-125b-2-A.1",2.1945040825196,9.67516064235138,6.95723707442473,1.49460336252976e-08,3.00092910437348e-06,9.54248121198328,"Upregulated"
"mmu-mir-125b-2-A",2.29047036264579,9.73500440941125,6.94807461197439,1.54095221487296e-08,3.03449051544213e-06,9.51316879541939,"Upregulated"
"mmu-miR-705-P",-0.655634426063761,10.7681855437971,-6.92502231333031,1.66404878105096e-08,3.2150678335777e-06,9.43940234617957,"Not Significant"
"mmu-mir-10a-A",2.00590065117396,10.5549976389868,6.9182237166875,1.70220374380001e-08,3.22788265490966e-06,9.41764230593198,"Upregulated"
"mmu-mir-207-A.1",-1.05973720519703,11.3662774382831,-6.90283532069561,1.79184197563381e-08,3.33608396918004e-06,9.3683812783396,"Downregulated"
"mmu-miR-685-P",-1.07102882203514,10.3331327298477,-6.86918346313577,2.00472793504795e-08,3.66578822408768e-06,9.26061842283453,"Downregulated"
"mmu-mir-125b-1-A.1",2.2036136165156,9.99390540090654,6.85663297523118,2.09047093963496e-08,3.75551270558982e-06,9.22041550224979,"Upregulated"
"mmu-mir-195-A",1.81389982032441,9.1343429404395,6.84642516692394,2.16291645745074e-08,3.80698445364175e-06,9.18771194458556,"Upregulated"
"hsa-mir-146b-A",2.0092014711097,10.1744363053038,6.84222155065805,2.19347737075062e-08,3.80698445364175e-06,9.17424322105945,"Upregulated"
"mmu-mir-16-2-A",2.02944884962814,9.91380314010512,6.8110961401226,2.43366446191671e-08,4.15345401500452e-06,9.07449246508319,"Upregulated"
"hsa-mir-152-P.1",-0.791446066335473,9.93655486803902,-6.78329876619878,2.67040032846556e-08,4.48094074140492e-06,8.98537515314674,"Not Significant"
"mmu-mir-181c-A",1.42164256989208,9.46926271755361,6.77855274603209,2.71306958952251e-08,4.48094074140492e-06,8.97015666682918,"Upregulated"
"hsa-mir-199a1-5p-A.1",1.74587997249361,8.71894802067608,6.75242809369462,2.96048855248805e-08,4.81196869483772e-06,8.88637117849516,"Upregulated"
"mmu-miR-497-A.1",-0.834942165741573,12.1252286957553,-6.68573796469797,3.69967622453129e-08,5.85961434644531e-06,8.67238042197404,"Not Significant"
"mmu-mir-483-A",-0.901722027144578,13.4236241119811,-6.68414100128038,3.71948176288032e-08,5.85961434644531e-06,8.66725444979944,"Not Significant"
"hsa-mir-593-P",-0.802221679086548,10.8001984302799,-6.67172129338059,3.87718355744596e-08,5.94081916266219e-06,8.62738675340122,"Not Significant"
"hsa-mir-16-2-A",2.01339572497101,10.0128275623897,6.67096046537738,3.88705941306999e-08,5.94081916266219e-06,8.62494432011091,"Upregulated"
"mmu-mir-195-A.1",1.74940257104125,9.02657589083215,6.65333359997129,4.12305905015933e-08,6.0940282458121e-06,8.5683533312228,"Upregulated"
"mmu-mir-10a-A.1",2.05154566360824,10.4993435051139,6.6505685275954,4.16136138695347e-08,6.0940282458121e-06,8.5594752754233,"Upregulated"
"Hcd719 right.1",-0.784120906879842,10.1868276929197,-6.65024690792655,4.16583962116061e-08,6.0940282458121e-06,8.55844260963415,"Not Significant"
"mmu-mir-25-A",2.04109345945473,9.75984990530777,6.62945929325726,4.46577211908607e-08,6.44077556330161e-06,8.49169114211999,"Upregulated"
"hsa-mir-16-2-A.1",1.9934610715764,9.98272010467025,6.62081939393941,4.59671367426757e-08,6.53754833673609e-06,8.46394403633212,"Upregulated"
"hsa-mir-125a-A.1",1.27256318604644,8.96232816818047,6.58226390901991,5.22956343884983e-08,7.3357163854551e-06,8.34010017658347,"Upregulated"
"hsa-mir-595-A.1",-0.81407798180199,10.3273077615327,-6.55335005297732,5.76082391928768e-08,7.92875422915796e-06,8.24720378234444,"Not Significant"
"hsa-mir-125b1-A",2.20483184313628,9.55398193832892,6.55095452120642,5.80719303893406e-08,7.92875422915796e-06,8.23950646321347,"Upregulated"
"mmu-mir-16-2-A.1",2.0027461170808,9.84775826845961,6.50035049856385,6.87900067172169e-08,9.26854827347765e-06,8.07688020751581,"Upregulated"
"hsa-mir-99b-A.1",1.19482422749557,10.2017282048684,6.4747773882588,7.49387419190298e-08,9.96587944481643e-06,7.99467934900189,"Upregulated"
"hsa-mir-199a1-5p-A",1.67371825014815,8.77905373611043,6.46469345849292,7.75119662699215e-08,1.01759299308205e-05,7.96226346297638,"Upregulated"
"hsa-let-7f-A.1",1.37447628851519,7.72708183887576,6.46000828923449,7.87374523457543e-08,1.02059685065889e-05,7.94720200886797,"Upregulated"
"hsa-mir-7-3-P.1",-1.18342199834302,9.45100741292258,-6.43928966235911,8.43935855149075e-08,1.08023789459082e-05,7.88059434241503,"Downregulated"
"mmu-mir-25-A.1",1.99673595394325,9.73609077323247,6.41958051217239,9.01512530694447e-08,1.13968991534705e-05,7.81722747740156,"Upregulated"
"uc.217+.1",-1.34741647552084,11.228666207395,-6.38347213080662,1.01739039794679e-07,1.27049727743599e-05,7.70112611291176,"Downregulated"
"hsa-mir-202*-5p-A.2",-1.0346426539028,13.3415985622707,-6.36385859470525,1.08646461212737e-07,1.33626015580722e-05,7.63805765012293,"Downregulated"
"mmu-mir-99a-A.1",1.67183255818719,9.41473336427461,6.36120843366989,1.09615090906061e-07,1.33626015580722e-05,7.62953573980234,"Upregulated"
"hsa-mir-125a-A",1.29569737818259,8.98209928588838,6.34398329522418,1.16124930750152e-07,1.39896387162536e-05,7.57414548365487,"Upregulated"
"hsa-mir-596-A.1",-0.606503595169626,10.3782653735839,-6.33361920995487,1.20226742272475e-07,1.43153702426761e-05,7.54081755677823,"Not Significant"
"mmu-mir-200b-A.1",1.37559454163978,8.76380209793669,6.32512200189459,1.2369760626725e-07,1.4418031242006e-05,7.51349276731166,"Upregulated"
"hsa-mir-138-2-A.1",-0.775781774471865,10.2298135396892,-6.32462195537555,1.23904955985989e-07,1.4418031242006e-05,7.51188474454238,"Not Significant"
"hsa-mir-146a-A.1",1.66283089159941,9.54049567481132,6.31446785930589,1.28191494982643e-07,1.4749223692385e-05,7.47923166885548,"Upregulated"
"mmu-mir-10a-1-A",2.00969296095803,10.6274410890822,6.29972396053021,1.3468105210929e-07,1.51679049001011e-05,7.4318187851572,"Upregulated"
"mmu-mir-199a*-2-3p-A.2",2.20155637729516,10.3828795833727,6.29947611461281,1.34792904873945e-07,1.51679049001011e-05,7.4310217714553,"Upregulated"
"mmu-miR-497-A",-0.789900915251581,12.2343472858093,-6.292128823793,1.38151272849779e-07,1.53768373258885e-05,7.40739464474614,"Not Significant"
"hsa-mir-191-5p-A",1.81138362206785,11.4418675954781,6.27755302947336,1.45063417663152e-07,1.59725741598998e-05,7.36052259143343,"Upregulated"
"hsa-mir-191-5p-A.1",1.8169070501534,11.4404117840559,6.27410459935782,1.46748696690645e-07,1.59862410011937e-05,7.3494333794362,"Upregulated"
"hsa-mir-202*-5p-A.3",-1.09644831659243,13.2343253840402,-6.26692668400092,1.50319662934084e-07,1.6041456199367e-05,7.32635126493016,"Downregulated"
"hsa-let-7a-A.2",1.38944610928293,10.3167524172408,6.26678969610756,1.50388651869066e-07,1.6041456199367e-05,7.32591075275794,"Upregulated"
"hsa-let-7f-A",1.28814317787288,7.77039664379355,6.25959172532255,1.54058537644502e-07,1.62634992317495e-05,7.30276432057279,"Upregulated"
"mmu-mir-199a-5p-A.1",1.57957295053781,8.1461590118194,6.25034491675099,1.58904733317086e-07,1.66039231547649e-05,7.27302976974818,"Upregulated"
"hsa-mir-663-P.1",-0.903948901247917,11.6668312419874,-6.22641200676879,1.72167421972955e-07,1.78080242525561e-05,7.19607184741488,"Not Significant"
"hsa-mir-16b-chr3-A",1.7808510596471,10.0851800029305,6.21672877047737,1.7784289591913e-07,1.80699466936268e-05,7.16493579055009,"Upregulated"
"hsa-mir-30c-2-A.1",2.33121835559771,10.3223762369735,6.21608134008866,1.78228966411749e-07,1.80699466936268e-05,7.1628540293282,"Upregulated"
"uc.448+A.1",-0.563101363084924,11.0502978406764,-6.20596535136989,1.84371217644152e-07,1.83713827722169e-05,7.13032731052122,"Not Significant"
"hsa-mir-138-2-A",-0.770136063548543,10.2182105546127,-6.20378371321598,1.85723359480325e-07,1.83713827722169e-05,7.12331263549599,"Not Significant"
"mmu-mir-24-2-P.1",-0.827682559892096,12.2902560819467,-6.19931899625877,1.88521490488168e-07,1.83713827722169e-05,7.10895725488415,"Not Significant"
"hsa-mir-140-P.1",1.15125113546092,8.10573118733349,6.19858574025589,1.8898504876637e-07,1.83713827722169e-05,7.10659963841604,"Upregulated"
"hsa-mir-615-A.1",-0.570516115146967,9.44822280918636,-6.19457444077736,1.91541195583496e-07,1.83713827722169e-05,7.09370231590647,"Not Significant"
"hsa-mir-616-P",-0.705399987127443,8.73085111952865,-6.18870943184021,1.95340919158696e-07,1.83713827722169e-05,7.07484514342617,"Not Significant"
"mmu-mir-92-1-A",1.00279964296941,13.9932425591886,6.18863011498675,1.95392818580418e-07,1.83713827722169e-05,7.0745901263326,"Upregulated"
"hsa-mir-596-A",-0.579733568025693,10.4202778343046,-6.18636973996853,1.96877656874488e-07,1.83713827722169e-05,7.06732266603695,"Not Significant"
"mmu-mir-199a*-2-3p-A.3",2.17452555065074,10.3035630131314,6.18565601839257,1.97348838373424e-07,1.83713827722169e-05,7.06502795035198,"Upregulated"
"uc.300+A",-0.737535141136645,12.3187388485239,-6.16941775981991,2.0837876796696e-07,1.92234106665015e-05,7.01282118226461,"Not Significant"
"mmu-mir-292-3p-A.2",-0.610371373812702,11.3291098666527,-6.15874560970897,2.15961249268861e-07,1.97450285045815e-05,6.97851143046461,"Not Significant"
"mmu-mir-30b-A",2.12096078021358,10.8591471437145,6.14123416509321,2.29004900934185e-07,2.06655438282298e-05,6.92221740731338,"Upregulated"
"hsa-mir-130a-A",1.82933492834878,10.3907678504078,6.13985422151063,2.30065624650214e-07,2.06655438282298e-05,6.91778148950996,"Upregulated"
"mmu-miR-615-A",-0.665432602141356,10.6111116614097,-6.13089489130885,2.37072809757182e-07,2.09003403921501e-05,6.88898184271138,"Not Significant"
"mmu-mir-30c-1-A.1",2.22358189478887,9.92131674864142,6.12982817671855,2.37921176498565e-07,2.09003403921501e-05,6.88555298556872,"Upregulated"
"uc.309+A",-0.677467054138365,10.2674846031844,-6.1287237678204,2.38802717371247e-07,2.09003403921501e-05,6.88200298243461,"Not Significant"
"Hcd411 left",-0.572250640086839,9.5897686565501,-6.1257621027479,2.41182863591175e-07,2.09297671455393e-05,6.87248312597102,"Not Significant"
"Hcd287 left",-0.997353398938797,12.8250268286152,-6.10477479087597,2.5874215155909e-07,2.22648708568494e-05,6.80502656657982,"Not Significant"
"uc.299+",-0.942969025463244,11.6604961691874,-6.08421382462806,2.77182234827638e-07,2.36528840386251e-05,6.73894810003599,"Not Significant"
"mmu-mir-30b-A.1",2.12034301093809,10.8628113800679,6.0792973072024,2.8178262854598e-07,2.38467282339739e-05,6.72314871265345,"Upregulated"
"uc.299+.1",-1.02144228128861,11.6125779159156,-6.07314394585146,2.87647914676535e-07,2.41435626744895e-05,6.70337538986483,"Downregulated"
"Hcd287 left.1",-0.994464607218395,12.7973949188938,-6.05567601945675,3.04970746929225e-07,2.49232728585879e-05,6.64724808258133,"Not Significant"
"Hcd753 left.1",-0.820795673343005,11.6503685970557,-6.05390983723553,3.0677922213306e-07,2.49232728585879e-05,6.64157342966486,"Not Significant"
"hsa-mir-16a-chr13-A",1.59791269735717,9.54167132911461,6.05381602081925,3.06875583993987e-07,2.49232728585879e-05,6.64127200433454,"Upregulated"
"mmu-mir-10a-1-A.1",2.02918869031039,10.5758677422423,6.05271557816695,3.08008142731939e-07,2.49232728585879e-05,6.63773637719524,"Upregulated"
"Hcd768 left.1",-1.54439213845985,14.0063921461721,-6.05165173840142,3.09106997367252e-07,2.49232728585879e-05,6.63431837861471,"Downregulated"
"mmu-mir-199a-1-5p-A.2",1.62419499405326,8.51728070711206,6.04013628933241,3.21254871964898e-07,2.57003897571918e-05,6.59732223290307,"Upregulated"
"mmu-let-7d-5p-A",1.39354652554842,9.2306491861613,6.03371282311109,3.28236997100978e-07,2.60554019404187e-05,6.57668669958631,"Upregulated"
"mmu-mir-140*-3p-A",1.23754816856649,7.65138191459178,6.0303587872726,3.31942729902167e-07,2.61468734938322e-05,6.56591219037951,"Upregulated"
"mmu-mir-99a-A",1.75041939981366,9.3881682098013,6.02533686441989,3.37569461683426e-07,2.62437033209586e-05,6.54978029248257,"Upregulated"
"uc.300+A.1",-0.821053549520812,12.2572746302464,-6.02469298492731,3.38297738121731e-07,2.62437033209586e-05,6.54771200841005,"Not Significant"
"mmu-mir-293-A",-0.595237827045255,9.57806601712399,-6.01964542198504,3.44061517761733e-07,2.63920880507066e-05,6.53149848792042,"Not Significant"
"hsa-mir-130a-A.1",1.91798816615425,10.2755670142438,6.01851543221923,3.45365214726044e-07,2.63920880507066e-05,6.52786888488041,"Upregulated"
"Hcd768 left",-1.57613581886036,14.0755652866209,-5.98189022386147,3.90398746722457e-07,2.94376912018838e-05,6.41024537612839,"Downregulated"
"Hcd753 left",-0.859398493962415,11.7231475987051,-5.98145374493885,3.90969336275019e-07,2.94376912018838e-05,6.40884383827213,"Not Significant"
"mmu-mir-199a-1-5p-A",1.55854516269944,8.58830342837212,5.97913715660026,3.94011667154887e-07,2.945021512165e-05,6.40140534807724,"Upregulated"
"hsa-miR-126-3p-A.1",1.15974247032883,8.30047919657433,5.97378208020917,4.01135106701884e-07,2.96742585314153e-05,6.38421099745013,"Upregulated"
"Hcd416 left",-0.98871492602844,11.0272715744583,-5.97254055415288,4.02804876549485e-07,2.96742585314153e-05,6.3802247687674,"Not Significant"
"hsa-mir-30c-2-A",2.24614854886731,10.3624833996603,5.95447851644839,4.27896295395496e-07,3.12975576060705e-05,6.32223760899921,"Upregulated"
"hsa-mir-345-P.1",-0.624293301861345,10.4721786657281,-5.94991956883625,4.34472212311975e-07,3.15531592487562e-05,6.30760303477114,"Not Significant"
"hsa-miR-324-5p-A.1",-0.519651092904123,10.2623746809643,-5.94050581647617,4.48371524058437e-07,3.23332704673127e-05,6.27738636502854,"Not Significant"
"hsa-mir-16b-chr3-A.1",1.76916190835163,9.97139460405384,5.9349018260211,4.56855465159786e-07,3.27146850575959e-05,6.2593998713051,"Upregulated"
"mmu-mir-130a-A.3",1.54294451949551,10.330833760994,5.91810910927957,4.83248940971278e-07,3.43643691357353e-05,6.20550881607226,"Upregulated"
"Hcd231 left",-0.696543959366039,10.6499138882759,-5.9086292620368,4.98814601454925e-07,3.52266311648168e-05,6.17509068795127,"Not Significant"
"mmu-mir-483-A.1",-0.802916429604513,13.3468412107549,-5.8966358842702,5.19225788684036e-07,3.64169320282502e-05,6.13661220290755,"Not Significant"
"mmu-mir-181c-A.1",1.33484830836984,9.33026629785531,5.88261154897164,5.44151999187104e-07,3.79055542290881e-05,6.09162486371721,"Upregulated"
"mmu-mir-199a*-2-3p-A",2.10159282364184,10.4180722943521,5.87638128456712,5.55604755540095e-07,3.84418425454768e-05,6.07164190968378,"Upregulated"
"mmu-mir-130a-A",1.64939924084079,10.5924447940473,5.85489467270227,5.96977487409278e-07,4.07949293439287e-05,6.0027380717469,"Upregulated"
"mmu-mir-191-A",1.77462348064298,11.3643580393854,5.85459186507975,5.97581972811456e-07,4.07949293439287e-05,6.00176716009965,"Upregulated"
"mmu-let-7f-2-A",1.61814274139764,8.68577762816636,5.84566455233697,6.15680065115764e-07,4.17520785879829e-05,5.97314473169778,"Upregulated"
"hsa-mir-181c-P.1",-0.738549352712296,8.91688320711724,-5.84268302229327,6.2184532196603e-07,4.18927374798167e-05,5.96358623702979,"Not Significant"
"mmu-mir-30c-1-A",2.09245340460862,10.0121570767746,5.83170374342857,6.45083663604818e-07,4.28663364854158e-05,5.92839116624758,"Upregulated"
"mmu-mir-191-A.1",1.74152231120561,11.3451397695873,5.8275071774632,6.54192839227393e-07,4.28663364854158e-05,5.91494013904378,"Upregulated"
"hsa-mir-140-P",1.18303693165984,8.13211965718696,5.82550852973508,6.58576107808873e-07,4.28663364854158e-05,5.90853426553816,"Upregulated"
"mmu-mir-130a-A.2",1.53366878557404,10.3716640895456,5.82455727439165,6.60672590041859e-07,4.28663364854158e-05,5.90548545823328,"Upregulated"
"mmu-mir-10b-A",2.11751175513239,10.885312942171,5.82278766788008,6.64590355508948e-07,4.28663364854158e-05,5.89981391791846,"Upregulated"
"hsa-mir-574-P.1",-0.90216493276194,13.4421665557685,-5.82249757507517,6.6523480252824e-07,4.28663364854158e-05,5.89888419232843,"Not Significant"
"mmu-mir-15a-A",1.51853097159137,8.7567392416354,5.82233315481905,6.65600341912217e-07,4.28663364854158e-05,5.89835723953187,"Upregulated"
"mmu-mir-199a*-3p-A.1",1.93900607590477,10.1974048461247,5.81369181241158,6.85096141603082e-07,4.38461530625973e-05,5.87066426370487,"Upregulated"
"mmu-mir-130a-A.1",1.71341231538286,10.508308895569,5.81061091442888,6.92183719504762e-07,4.40246042716072e-05,5.8607917409605,"Upregulated"
"mmu-mir-138-A.1",-0.837524266688838,10.0082640936556,-5.80506235508699,7.05132901881709e-07,4.45713636744981e-05,5.8430129171013,"Not Significant"
"hsa-mir-30d-A",1.69526699830731,11.4588033333558,5.80029791656806,7.16444545061762e-07,4.47397828539562e-05,5.82774778103407,"Upregulated"
"uc.292+.1",-0.578032492947201,7.48124622034237,-5.79952393994216,7.18299100578235e-07,4.47397828539562e-05,5.82526808484397,"Not Significant"
"mmu-mir-293-A.1",-0.573953316311483,9.56859371620497,-5.79843987936624,7.20904704189725e-07,4.47397828539562e-05,5.82179497912512,"Not Significant"
"uc.204+.1",-1.45408388316321,11.1353328060618,-5.79343454997277,7.33057954884202e-07,4.51435813637059e-05,5.80575969097284,"Downregulated"
"uc.204+",-1.41768671830731,11.2068401861807,-5.79060325040743,7.40022690244381e-07,4.51435813637059e-05,5.79668976858206,"Downregulated"
"hsa-mir-199a-A.1",1.29492488471395,9.42355228907563,5.78900171503481,7.43991470066953e-07,4.51435813637059e-05,5.7915595098036,"Upregulated"
"mmu-miR-696-A.1",-0.658283825645332,8.56356249126236,-5.78527791605224,7.53301612955739e-07,4.51435813637059e-05,5.7796314220662,"Not Significant"
"mmu-mir-30c-2-A",2.09793717007257,10.5309403007175,5.78526789947471,7.53326812005061e-07,4.51435813637059e-05,5.77959933786844,"Upregulated"
"mmu-miR-762-P",-0.743300716311357,9.03168741377824,-5.78505502734841,7.53862540350948e-07,4.51435813637059e-05,5.77891748627267,"Not Significant"
"hsa_mir_320_Hcd306 left",-0.640504947117217,11.0343201462537,-5.77751746300628,7.73078717248505e-07,4.60251515385156e-05,5.75477536830057,"Not Significant"
"mmu-mir-146-A",1.81670948684632,9.60817145373414,5.77300293095774,7.84820845606507e-07,4.64541356012175e-05,5.74031713767742,"Upregulated"
"mmu-mir-138-A",-0.863147110994005,10.0671157314217,-5.76464688937087,8.07025285239357e-07,4.74939018439714e-05,5.7135588958292,"Not Significant"
"mmu-mir-425-P",1.23107754839901,9.14362150101609,5.75347818356933,8.37683828868439e-07,4.90164709006447e-05,5.6777995343419,"Upregulated"
"hsa-mir-146a-A",1.50358545017424,9.52845153621988,5.74931891022529,8.49395280988266e-07,4.94193618029537e-05,5.66448431127954,"Upregulated"
"mmu-mir-123-A.1",1.63914878438634,10.587758407635,5.73854411860477,8.80498226540536e-07,5.09395584168084e-05,5.62999500929449,"Upregulated"
"Hcd866 left.1",-0.700782740352164,10.9877805467153,-5.69938603835073,1.00339038338305e-06,5.75213033876282e-05,5.50470839182178,"Not Significant"
"hsa-mir-16-1-A",1.62493313219223,9.83306830295299,5.69875656634817,1.0054993463267e-06,5.75213033876282e-05,5.5026951246367,"Upregulated"
"hsa-mir-129-2-A",-0.775043752920006,10.5890571603376,-5.69078679300901,1.03258571057798e-06,5.86251589007271e-05,5.47720712761001,"Not Significant"
"Hcd231 left.1",-0.686348986894364,10.5414256202098,-5.68972594822256,1.03624548447574e-06,5.86251589007271e-05,5.47381474888012,"Not Significant"
"mmu-mir-126*-5p-A",1.62432699112616,10.6682047950413,5.68661081744644,1.04706706098943e-06,5.89119049699545e-05,5.46385355456609,"Upregulated"
