"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"HPR216 right.1",-0.342263665758587,6.70954692926159,-2.74114215379328,0.00888779467052806,0.0521852164141097,-3.05953672409906,"Not Significant"
"hsa-mir-135b-A.1",-0.41359134997435,8.49727545212739,-2.740898796695,0.00889338157785118,0.0521880959067026,-3.06010320627446,"Not Significant"
"Hcd568 left",-0.268146116577054,6.52269395749114,-2.74042664351238,0.00890423036692643,0.0522218321634173,-3.06120217609426,"Not Significant"
"Hcd264 left",-0.314581005418246,6.77231093508682,-2.73974440048787,0.00891992805780805,0.0522839515237289,-3.06278991243035,"Not Significant"
"Hcd845 left",-0.283797252720677,6.4793022535404,-2.73799559183644,0.00896028319981563,0.0524600495525739,-3.06685853713455,"Not Significant"
"Blank.1261",0.282564708895894,6.59972940452663,2.73799450668173,0.00896030829292336,0.0524600495525739,-3.06686106119952,"Not Significant"
"uc.89+A.1",-0.310248727924117,8.3095413229929,-2.73776280238485,0.0089656677088146,0.0524600495525739,-3.06739998842086,"Not Significant"
"uc.63+.1",0.329135986863761,9.11198873440426,2.73739396873294,0.00897420509554543,0.0524600495525739,-3.06825780304945,"Not Significant"
"Blank.1077",0.285966856906665,6.55551116269522,2.73733431509148,0.0089755866031357,0.0524600495525739,-3.06839653491679,"Not Significant"
"hsa-mir-585-A.1",-0.511897770495612,8.81441291196747,-2.73444160751445,0.00904281461993502,0.0528228304096604,-3.07512135758,"Not Significant"
"mmu-mir-15b-P.1",0.305657304425793,7.13818518815548,2.73408024946804,0.00905124538466268,0.0528381446914442,-3.07596107712613,"Not Significant"
"hsa-mir-212-P.1",-0.331346434979958,10.3271700691664,-2.7338870334886,0.00905575624350435,0.0528381446914442,-3.07641003843473,"Not Significant"
"uc.381+A.1",-0.384010300502933,8.5008930185387,-2.73332475954608,0.0090688950245285,0.052884672580394,-3.07771642605694,"Not Significant"
"hsa-mir-33b-A.1",-0.82673336761238,9.12139386162336,-2.73254456709254,0.00908715513482139,0.0529609952080655,-3.07952881576897,"Not Significant"
"Blank.401",0.335780496927923,6.57164302368969,2.73184792927988,0.00910348838309066,0.0530260074191401,-3.0811468032693,"Not Significant"
"uc.466+A",0.389784191275826,8.39867895215279,2.72983995717939,0.00915071883292519,0.0532708134446583,-3.08580884352003,"Not Significant"
"Blank.1691",0.271753864251917,6.57634739425427,2.72893720358329,0.0091720266000902,0.0533645184005248,-3.08790404721539,"Not Significant"
"Hcd557 left.1",-0.270380139950014,6.74026213981253,-2.72815788912725,0.00919045767481428,0.0534413893186248,-3.0897123721076,"Not Significant"
"Hcd147 left",-0.365572881804489,8.79225950405213,-2.72771844195097,0.00920086584204015,0.0534715472318338,-3.09073190860392,"Not Significant"
"mmu-mir-199a-2-5p-AP.3",-0.305754249910883,10.5599000464978,-2.72735636974858,0.00920944958739663,0.0534910741775051,-3.09157184575516,"Not Significant"
"Hcd617 right",-0.425049587792279,7.47610173142942,-2.72676616949628,0.0092234574844011,0.0535420661226005,-3.09294082896984,"Not Significant"
"hsa-mir-572-P.1",-0.570981778571456,9.92896406822628,-2.72639840797663,0.00923219593791202,0.0535624285576312,-3.09379375586969,"Not Significant"
"uc.34+A.1",0.425656030127234,10.032349044201,2.72564310323372,0.00925016686599284,0.053636301646527,-3.09554523650408,"Not Significant"
"hsa-mir-192-A.1",0.503178431857819,7.5395497364767,2.72368308752986,0.00929695222939868,0.0538770746061361,-3.10008874890405,"Not Significant"
"mmu-mir-206-A.1",-0.270638725375055,7.36744116939085,-2.72247254002614,0.0093259569274763,0.0540145921591387,-3.10289377933575,"Not Significant"
"Blank.1158",0.288720560608664,6.55579135803702,2.72202271700658,0.00933675595615984,0.0540465692431186,-3.1039358686792,"Not Significant"
"Hcd715 right.1",-0.286955307073972,10.990960418342,-2.72073340952426,0.00936777273624521,0.0541954761690118,-3.10692209607336,"Not Significant"
"Blank.1686",0.248630653141178,6.6148296749571,2.71963696761058,0.0093942245863858,0.0543178203075046,-3.10946084049083,"Not Significant"
"uc.397+",-0.375117148280216,8.30129474078685,-2.71558878677205,0.00949248607448918,0.054845204915224,-3.11882795954493,"Not Significant"
"hsa-mir-148b-A.1",0.534050095198513,7.98862436524976,2.71543870029901,0.00949614729635665,0.054845204915224,-3.11917505825894,"Not Significant"
"mmu-miR-669a-P.5",0.469188524269896,9.71621456532623,2.71461019122806,0.00951638148213161,0.0549310858946041,-3.1210908749988,"Not Significant"
"mmu-mir-338-A",0.413376770019896,7.84413957998745,2.71430815795124,0.00952376775381292,0.0549427503093208,-3.12178918492093,"Not Significant"
"mmu-mir-181b-1-P",0.462493984469789,8.0985476889845,2.71339596696422,0.00954610766222307,0.0550406207551601,-3.12389786748013,"Not Significant"
"uc.107+A",-0.334823225748433,7.38485606755606,-2.71288077539714,0.00955874626226244,0.0550824770543429,-3.12508860001119,"Not Significant"
"Hcd888 left.1",-0.357117220840456,7.74640174839558,-2.71216094896277,0.00957643079480127,0.0551533472096541,-3.12675202818572,"Not Significant"
"Blank.450",0.283756839211561,6.57603222743558,2.71161591622302,0.00958984111537635,0.0551995351441562,-3.12801132452686,"Not Significant"
"uc.281+",-0.534764845467786,8.6072521706783,-2.71057580175541,0.00961548083171696,0.0553160245599897,-3.1304140136277,"Not Significant"
"HUMTRN",-0.604229381425604,13.4404649664567,-2.70851785062337,0.00966639757946712,0.0555777154484802,-3.13516602638409,"Not Significant"
"Hcd845 right.1",-0.341996621682558,6.47725412830376,-2.70783245457917,0.00968341043161914,0.0556387278741023,-3.13674811210714,"Not Significant"
"Blank.1530",0.266443823272314,6.52735512052535,2.70765272836311,0.0096878761522973,0.0556387278741023,-3.13716292401637,"Not Significant"
"Blank.339",0.285826901705792,6.54697034767985,2.70649508912943,0.00971668598388804,0.0557729060958596,-3.13983431720137,"Not Significant"
"Hcd756 right",-0.485064676900844,8.57641369372105,-2.70610427635588,0.009726429858525,0.0557975584040874,-3.14073598427643,"Not Significant"
"hsa-mir-370-P.1",-0.354966991871364,8.14732733786528,-2.70383895657728,0.00978308733047454,0.0560911614020489,-3.14596063704508,"Not Significant"
"uc.15+A.1",-0.47249594207007,7.30991894596011,-2.70079579571769,0.00985967840603884,0.0564864844116931,-3.15297444024959,"Not Significant"
"mmu-miR-677-P.1",-0.349862750802258,7.29941874386943,-2.70037952447468,0.00987019811678454,0.0564864844116931,-3.15393342082261,"Not Significant"
"mmu-miR-674*-3p-A.1",-0.302830134558258,8.7626335912843,-2.70036319887392,0.00987061089659029,0.0564864844116931,-3.1539710286406,"Not Significant"
"hsa-mir-449b-A",-0.265429532231232,6.84265113500377,-2.70022513945421,0.00987410225555964,0.0564864844116931,-3.15428905732092,"Not Significant"
"hsa-mir-600-P",-0.275064655116655,7.28160398266107,-2.69962085588106,0.00988939727461834,0.0565423942446074,-3.15568092865468,"Not Significant"
"Hcd797 right",-0.234403705589025,6.97280777661624,-2.69900693854378,0.00990495850239803,0.0565997628708459,-3.15709476568581,"Not Significant"
"uc.320+A",-0.26730662617936,6.90210642490929,-2.69784616280372,0.0099344429030015,0.0567365841197632,-3.15976738700998,"Not Significant"
"mmu-mir-365-2-A.1",0.328753623345676,7.26303593311348,2.69726154905791,0.00994932306340559,0.0567898930709438,-3.1611131215083,"Not Significant"
"Hcd51 right.1",-0.510035177504449,9.92419316652907,-2.69655582990432,0.00996731309024053,0.0568608835900073,-3.16273735788183,"Not Significant"
"Hcd659 right",-0.415923129099138,8.87120172770175,-2.69589064650909,0.00998429723851882,0.0568961567243643,-3.16426802621653,"Not Significant"
"Hcd685 left",-0.249433997688187,6.97998129421702,-2.69574576553255,0.00998800002551573,0.0568961567243643,-3.16460137983748,"Not Significant"
"hsa-mir-634-A.1",-0.33870153280043,11.7726517918738,-2.69543930905861,0.00999583643987999,0.0568961567243643,-3.16530645763763,"Not Significant"
"Blank.100",0.274202337119274,6.62580825429907,2.69536507797629,0.00999773545923827,0.0568961567243643,-3.16547723584946,"Not Significant"
"hsa-mir-202-3p-A.1",-0.578121817179619,8.25595637622059,-2.69522665535939,0.0100012775492047,0.0568961567243643,-3.16579568615744,"Not Significant"
"Blank.1578",0.333912484897766,6.55334544320374,2.69218894681069,0.0100793011648511,0.0573081865230846,-3.17278123630595,"Not Significant"
"Hcd426 right",-0.309404615651211,8.08899570866132,-2.69010110733451,0.0101332522496092,0.0575829650588224,-3.17757924040632,"Not Significant"
"mmu-mir-301-A",-0.298936306353342,6.7850581449458,-2.68760447051441,0.0101981162457706,0.0579194178351032,-3.18331324693615,"Not Significant"
"mmu-mir-292-5p-A",-0.3454534598521,10.0029064548674,-2.68677580106666,0.0102197299527801,0.0580099970712129,-3.18521561618622,"Not Significant"
"hsa-mir-196a-2-P",-0.268363481466686,6.89343010712188,-2.68542183506642,0.0102551354975596,0.0581642430772323,-3.18832301406987,"Not Significant"
"Hcd876 right.1",-0.438195805984902,9.3220715734002,-2.68523450654246,0.010260042935253,0.0581642430772323,-3.18875285239506,"Not Significant"
"mmu-mir-29b-1-A.1",0.978902372183333,9.49599952169813,2.68508565000122,0.0102639440664608,0.0581642430772323,-3.189094399,"Not Significant"
"Blank.623",0.304568179738852,6.52465442731983,2.68379775120371,0.0102977535429069,0.0583235598890302,-3.19204888414706,"Not Significant"
"hsa-mir-213-A.1",0.602446568200671,11.0524432067667,2.68273419666832,0.0103257509170742,0.0584038599907411,-3.19448796162984,"Not Significant"
"Blank.1495",0.266417041389574,6.56097710616101,2.68264560987108,0.0103280860665997,0.0584038599907411,-3.1946910892706,"Not Significant"
"mmu-mir-181a-2-P.1",0.330726023265132,11.8434625045864,2.68260934932679,0.0103290420354719,0.0584038599907411,-3.1947742325614,"Not Significant"
"Hcd751 left.1",-0.562496441710259,9.69926767655533,-2.68212957857715,0.0103416983325196,0.058443151724614,-3.19587424392649,"Not Significant"
"uc.410+A",0.350586992983732,7.89341749966069,2.68139436219704,0.0103611209737528,0.0585206170828618,-3.19755966778687,"Not Significant"
"Blank.341",0.27900962791332,6.57897329821923,2.68099234509231,0.0103717554970043,0.058548388252108,-3.1984811213928,"Not Significant"
"Hcd67 left",-0.290363608656949,7.02318299619856,-2.67991670773092,0.0104002586880938,0.0586601192986562,-3.20094608378831,"Not Significant"
"blank.74",0.508982838381045,7.5391933850722,2.67981319235604,0.0104030055318711,0.0586601192986562,-3.20118326583116,"Not Significant"
"mmu-mir-7-2-P",0.411732584438424,8.67211463645542,2.67940875668975,0.0104137438851382,0.058688352990542,-3.20210987654872,"Not Significant"
"mmu-mir-370-P",-0.335379547167119,6.7763987140905,-2.67819123240075,0.0104461325685132,0.0588385024761139,-3.20489877455122,"Not Significant"
"Hcd437 right.1",-0.461184222735785,7.58686719403703,-2.67692674153865,0.0104798688341319,0.0589960730409623,-3.20779430730484,"Not Significant"
"uc.414+",-0.25980234632268,7.15438434068263,-2.67611961886199,0.0105014550653608,0.0590851098182937,-3.2096420162242,"Not Significant"
"Hcd731 left",-0.310936118140203,8.83853550933658,-2.67548707418738,0.0105184008696011,0.059110028387252,-3.21108979636796,"Not Significant"
"Blank.1266",0.257144893548718,6.5468607901678,2.67548008494119,0.0105185882513025,0.059110028387252,-3.21110579213419,"Not Significant"
"Hcd243 right",0.353459495607427,7.59898912964449,2.67530805501477,0.0105232013427696,0.059110028387252,-3.2114994948756,"Not Significant"
"mmu-miR-546-A",-0.577696986146124,8.11958548408182,-2.67411954999033,0.0105551227772263,0.0592568296265337,-3.21421898411702,"Not Significant"
"uc.1+.1",-0.355452281875058,9.57269244664673,-2.67372857879143,0.0105656431376115,0.0592623042331184,-3.21511340178429,"Not Significant"
"Randomer 3",-0.262793735682452,6.7201100473286,-2.67326272686029,0.0105781910116904,0.0592623042331184,-3.21617900192618,"Not Significant"
"hsa-mir-649-P",-0.298945862826554,7.00982438085611,-2.67325369567065,0.010578434405226,0.0592623042331184,-3.21619965877349,"Not Significant"
"uc.308+",-0.298373836489985,6.78771945306602,-2.67302224843854,0.0105846737435602,0.0592623042331184,-3.21672902623828,"Not Significant"
"Hcd790 right.1",-0.357275529883891,8.45520711790961,-2.67300886586904,0.010585034613513,0.0592623042331184,-3.21675963393775,"Not Significant"
"uc.372+A",-0.293638724988683,7.07690743401358,-2.67191162121264,0.0106146611109429,0.0593956993311778,-3.2192688080385,"Not Significant"
"hsa-miR-768-3p-A",0.602020791328195,10.4333189338165,2.6702516422836,0.0106596269934463,0.0596147353429221,-3.223063454029,"Not Significant"
"uc.359+A.1",0.605724121903391,8.5708697299589,2.66702814074534,0.0107474470634644,0.0600512883879104,-3.230427479111,"Not Significant"
"Hcd636 left",0.396719739068558,8.38787176367295,2.66695617700326,0.0107494151967812,0.0600512883879104,-3.23059180691793,"Not Significant"
"mmu-mir-140No2.1",-0.462351568090021,9.16236669357518,-2.66606353045133,0.0107738557343448,0.0601550069354911,-3.23262988668131,"Not Significant"
"Blank.1238",0.269090267945527,6.54570953420715,2.66551550484767,0.0107888859185165,0.0601852239332412,-3.23388089244793,"Not Significant"
"mmu-let-7e-A.1",0.554671039080649,9.6307810252392,2.66543765591356,0.0107910225724054,0.0601852239332412,-3.23405858735647,"Not Significant"
"Blank.306",0.251902004317303,6.56961166313683,2.66463772801867,0.0108130000810493,0.0602749705116738,-3.23588425804446,"Not Significant"
"hsa-mir-412-P.1",-0.295224401587959,6.90351465294683,-2.66363430230051,0.0108406267875554,0.0603960926575447,-3.23817382105309,"Not Significant"
"uc.23+",-0.318837402904557,7.15979212017252,-2.66147425754683,0.010900318452728,0.0606956285785396,-3.2431004190914,"Not Significant"
"blank.170",0.308111177793398,6.68633039631733,2.66052642708015,0.0109266065476903,0.0607518229135157,-3.24526132124163,"Not Significant"
"Hcd480 right",-0.348071263166097,7.57893331754346,-2.66028012061993,0.0109334474006449,0.0607518229135157,-3.24582277119743,"Not Significant"
"Hcd842 right.1",-0.303329906250703,8.22179805404297,-2.66023480063101,0.0109347065354831,0.0607518229135157,-3.24592607305786,"Not Significant"
"Hcd656 right",-0.350742771054617,8.07367537048382,-2.6602243615432,0.0109349965857654,0.0607518229135157,-3.24594986761724,"Not Significant"
"hsa-mir-200c-P.1",-0.303448097430156,8.49380249969616,-2.66004165055103,0.0109400743605979,0.0607518229135157,-3.24636632311262,"Not Significant"
"hsa-mir-376a*-5p-A.1",-0.344088050597912,6.61487586994216,-2.65932945938932,0.0109598877825181,0.0608288622726207,-3.24798943561208,"Not Significant"
"hsa-mir-365-2-A",0.345932217175205,7.38873163465179,2.65871602692709,0.0109769801498286,0.0608861744614834,-3.24938722559209,"Not Significant"
"mmu-mir-384-A.1",-0.303917294800412,6.5637002778337,-2.6585322393941,0.0109821058818711,0.0608861744614834,-3.24980596609437,"Not Significant"
"mmu-mir-24-1-5p-A/mir-189-A",-0.281737970225717,7.01318664690049,-2.6559479963723,0.011054412429604,0.0612538870558146,-3.25569171315083,"Not Significant"
"Blank.1295",0.292222981383843,6.57685510685664,2.65441551655224,0.0110974973745059,0.0614593689101898,-3.25918009324315,"Not Significant"
"Hcd308 left.1",-0.281554978893582,6.6295595656036,-2.65096309032418,0.0111951269610489,0.0619665405844002,-3.26703359489281,"Not Significant"
"hsa-mir-518c-3p-A.1",-0.279310352453105,6.66518145605642,-2.65031072877688,0.011213663244787,0.062035608658357,-3.26851675518481,"Not Significant"
"uc.168+",-0.378719257911085,7.3165317373835,-2.64977032756537,0.0112290396317884,0.0620871305774909,-3.26974517405596,"Not Significant"
"Hcd424 right.1",-0.374881085678034,8.25779164635935,-2.64918903496835,0.0112456011599923,0.0621451461836597,-3.27106634650371,"Not Significant"
"Randomer 158.1",-0.307818414687886,6.84918367592777,-2.64821241460693,0.0112734764678375,0.0622655873951761,-3.27328556236796,"Not Significant"
"mmu-miR-216b-A",-0.296939608867575,7.83914434252751,-2.6472956903791,0.0112996999471227,0.0623767803010976,-3.27536814336159,"Not Significant"
"Blank.633",0.323142051515168,6.61905196681165,2.64683129892958,0.0113130055397267,0.0624165822881472,-3.27642293505089,"Not Significant"
"uc.243+A",-0.27716923816997,6.39528046748158,-2.6463528805504,0.0113267280822829,0.0624586405829708,-3.27750944879574,"Not Significant"
"hsa-mir-432-5p-A.1",0.333171792920538,6.94159440803131,2.64567071343333,0.0113463212333629,0.062533008304433,-3.27905844474122,"Not Significant"
"Hcd907 right.1",0.370306241189683,7.99876781131246,2.64492424917602,0.0113677968021356,0.0626176650101496,-3.28075311395073,"Not Significant"
"hsa-mir-634-A",-0.325613947896764,11.8498615853385,-2.64404002844934,0.0113932839050844,0.0627243156925078,-3.2827600852693,"Not Significant"
"uc.230+.1",0.631334475971578,10.2160755282509,2.64301817746249,0.0114228035018404,0.0628338593116353,-3.28507884855729,"Not Significant"
"HPR266 left.1",-0.272131513428625,7.09148940849749,-2.64287776405115,0.011426865301211,0.0628338593116353,-3.28539742183134,"Not Significant"
"uc.233+A",-0.358387807704393,9.98887068810633,-2.64271449811646,0.0114315898337477,0.0628338593116353,-3.28576782827194,"Not Significant"
"mmu-miR-673-A",-0.368318407145914,7.36433036354391,-2.64159475658951,0.0114640409117436,0.0629784221761024,-3.28830778034,"Not Significant"
"Blank.280",0.300108491360608,6.57793728488276,2.63908948246317,0.0115369526078629,0.0633449837557728,-3.2939878061389,"Not Significant"
"Hcd601 right.1",0.707596619608689,8.19965974507281,2.63830062047169,0.0115599990997017,0.0634375084570983,-3.29577553899768,"Not Significant"
"mmu-mir-409-A.1",-0.68346679440994,9.1934844007659,-2.63538093123451,0.0116456657273826,0.0638526175669289,-3.30238886827486,"Not Significant"
"mmu-mir-29b-1-A",0.961437088477549,9.52528353257592,2.63529777197612,0.0116481142202171,0.0638526175669289,-3.30257715399626,"Not Significant"
"mmu-miR-689-A.1",-0.38133232717051,13.8348920312362,-2.63472936991721,0.0116648625810659,0.0639082668831295,-3.30386399249681,"Not Significant"
"Hcd255 left.1",-0.41069332426067,8.2996236647498,-2.63452981130949,0.0116707479561965,0.0639082668831295,-3.30431573778217,"Not Significant"
"Hcd551 left.1",-0.425479996128843,9.34620476360998,-2.63394840368834,0.0116879103548253,0.0639353917526556,-3.30563174376875,"Not Significant"
"uc.213+A",-0.314822434061076,10.575970874656,-2.63393897715068,0.0116881888047824,0.0639353917526556,-3.30565307886122,"Not Significant"
"Blank.1344",0.254209548303726,6.56909330168967,2.63369893321387,0.0116952815015304,0.0639400334093281,-3.30619635215726,"Not Significant"
"mmu-mir-124a-1-A.1",-0.333814166569133,7.63216965852646,-2.63212809540283,0.0117417934464968,0.06410818261127,-3.30975063660145,"Not Significant"
"hsa-mir-510-P",-0.295174326626523,6.61638492802277,-2.63205100056124,0.0117440805629128,0.06410818261127,-3.309925037587,"Not Significant"
"Blank.1491",0.342047957923666,6.65212473144579,2.63171471279877,0.0117540617501102,0.06410818261127,-3.3106857320955,"Not Significant"
"uc.301+.1",-0.295910126813579,6.96589699915365,-2.63162336355987,0.011756774385385,0.06410818261127,-3.31089235521286,"Not Significant"
"Hcd327 left.1",0.605726460194363,8.98628829140145,2.6316043010941,0.0117573405218716,0.06410818261127,-3.31093547201426,"Not Significant"
"Hcd60 left",-0.258979306916056,6.57907325284138,-2.63014922692596,0.011800628728872,0.0643099724234427,-3.31422599966528,"Not Significant"
"uc.391+.1",0.314829145495755,8.94136674588374,2.62875692748711,0.011842186314247,0.0645021212010047,-3.31737334807343,"Not Significant"
"uc.478+A",-0.318889856792634,11.7919356970667,-2.62845190962392,0.0118513084564973,0.0645174899492466,-3.31806269380338,"Not Significant"
"Hcd705PO_HPR32 right.1",0.293295787296449,10.0708867789607,2.6276244557369,0.0118760875349284,0.0646029331335084,-3.31993246567505,"Not Significant"
"uc.10+",-0.49320495218053,8.26806320862845,-2.62745843641289,0.0118810649019556,0.0646029331335084,-3.3203075636106,"Not Significant"
"Randomer 12.1",-0.26477373265645,6.68225696075585,-2.62729621428646,0.0118859302757353,0.0646029331335084,-3.32067406590211,"Not Significant"
"Blank.406",0.32327687382817,6.53743067072343,2.62671039002557,0.0119035155731199,0.0646641906996008,-3.32199746146274,"Not Significant"
"uc.290+A",0.331472731363439,7.44935288695197,2.62548147440592,0.0119404828156704,0.0648239076209002,-3.32477293382505,"Not Significant"
"hsa-mir-15b-P",0.260443872021312,7.31843138038847,2.62531238349541,0.0119455775078749,0.0648239076209002,-3.32515474819618,"Not Significant"
"Hcd959 left.1",-0.289204581738384,6.82570049123404,-2.62394435987472,0.0119868693294621,0.0650135285665741,-3.32824315483817,"Not Significant"
"hsa-mir-586-P",-0.259706862515007,6.61690839034866,-2.62269519992709,0.0120246877658678,0.065165366416708,-3.33106221067531,"Not Significant"
"Hcd691 left.1",-0.325558351803863,7.08235411703989,-2.62259941941695,0.0120275920437088,0.065165366416708,-3.3312783246951,"Not Significant"
"hsa-mir-194-2-P.1",-0.338425752596842,7.65414904390768,-2.6223566819656,0.0120349552648139,0.0651707783774163,-3.33182599914871,"Not Significant"
"mmu-mir-323-P.1",-0.599092056767603,10.9013513853377,-2.62204467452436,0.0120444258024706,0.06518758996686,-3.33252991007255,"Not Significant"
"Hcd969 right.1",-0.527766720080708,8.41435381569231,-2.62138396834598,0.012064503161425,0.0652617603660816,-3.33402031179233,"Not Significant"
"Blank.1290",0.279774041031403,6.52428422858076,2.62093409835292,0.0120781912523191,0.0653013085658648,-3.33503496121664,"Not Significant"
"Blank.549",0.293174405977369,6.52397829119609,2.62016772623775,0.012101542290849,0.0653930306376222,-3.33676317071253,"Not Significant"
"hsa-mir-302d-P",-0.252923547247377,6.96659934472541,-2.61953393073528,0.0121208850522979,0.0654630078773897,-3.33819213898066,"Not Significant"
"hsa-mir-29c-A.1",0.927064985143053,9.21954560023047,2.61840113997043,0.0121555272682319,0.0656154977473349,-3.34074553411355,"Not Significant"
"hsa-mir-565-P",-0.62304510893706,10.4682337037651,-2.61761564522291,0.0121796020104591,0.0656791943627318,-3.34251563254139,"Not Significant"
"mmu-miR-744-P.1",0.413263149910055,9.89112228719378,2.61759761016687,0.012180155282698,0.0656791943627318,-3.34255626974107,"Not Significant"
"mmu-mir-196b-A.1",0.477703040760859,7.6785478340634,2.61706396809709,0.0121965365757531,0.0657329129135324,-3.34375859915791,"Not Significant"
"Hcd598 left.1",0.354556464223615,9.40697584076339,2.61647373048494,0.012214678721875,0.0657690060657204,-3.34508823687736,"Not Significant"
"Hcd704 left",-0.561176979752737,12.3644641397688,-2.61642820535254,0.0122160790563477,0.0657690060657204,-3.34519078312446,"Not Significant"
"hsa-mir-128a-A",0.481964963642939,9.39402216402173,2.61505794657529,0.0122582966211764,0.0659381056844877,-3.34827671781686,"Not Significant"
"hsa-mir-600-A",-0.295311121775993,7.11464464731253,-2.61487073315984,0.0122640750283561,0.0659381056844877,-3.3486982475408,"Not Significant"
"mmu-mir-1-A.4",-0.316398221497876,6.64255873940091,-2.61478228779757,0.0122668057938427,0.0659381056844877,-3.34889738357544,"Not Significant"
"uc.264+A.1",-0.377687446911814,7.75395238862451,-2.61435198781227,0.0122800993348883,0.0659749303196515,-3.34986614126811,"Not Significant"
"hsa-mir-96-P.1",-0.208016924801639,6.80756902068582,-2.61408562975509,0.0122883347275866,0.0659845556426255,-3.35046575019507,"Not Significant"
"hsa-mir-130b-P",-0.304089209949387,11.51742170769,-2.61364136052679,0.012302082135502,0.0660237531800527,-3.35146576414834,"Not Significant"
"blank.44",0.316711715288785,6.92697012888684,2.61327150608333,0.0123135376168276,0.0660506156083365,-3.35229818327678,"Not Significant"
"Blank.98",0.352626989774115,6.64947978597133,2.61205750388407,0.0123512076110857,0.0662079674419386,-3.35502990253797,"Not Significant"
"mmu-mir-152-A.1",0.498914822615912,7.92043609359294,2.61190962967043,0.012355803298979,0.0662079674419386,-3.35536258326928,"Not Significant"
"Hcd551 left",-0.385842636644455,9.38108273255877,-2.61110075576103,0.0123809695246855,0.0663081213037549,-3.35718211160209,"Not Significant"
"mmu-miR-491-A.1",-0.419664954156129,7.17514471965842,-2.61017042320793,0.0124099727506244,0.0663973797166365,-3.35927435488566,"Not Significant"
"Hcd849 right.1",-0.243506206972165,7.05174236094238,-2.61015019744818,0.0124106039821916,0.0663973797166365,-3.3593198350399,"Not Significant"
"hsa-mir-617-P",-0.348228940188441,7.15559710181446,-2.60982220104843,0.0124208446258711,0.0664174668245011,-3.36005734063404,"Not Significant"
"Hcd801 left",0.276046782707999,7.67425946073822,2.60958395465366,0.0124282879671077,0.0664225828722247,-3.36059299997596,"Not Significant"
"mmu-miR-494-P.1",-0.335980915238941,7.72116409422969,-2.60894117893778,0.0124483900940257,0.0664643814344203,-3.36203800399238,"Not Significant"
"hsa-mir-552-A.1",-0.423351076647857,7.46549743840893,-2.60891881001977,0.0124490901944549,0.0664643814344203,-3.36208828624622,"Not Significant"
"uc.403+.1",-0.267356684652192,7.05303574006781,-2.60714244285978,0.0125048021414114,0.0667270317498972,-3.36608032472185,"Not Significant"
"Blank.261",0.273755271037305,6.64984512070114,2.60625109042426,0.0125328435089853,0.0668418320479215,-3.36808272775048,"Not Significant"
"Blank.1324",0.324951831136022,6.61849610863971,2.60570336927013,0.0125501030321964,0.0668990395885951,-3.36931292630887,"Not Significant"
"mmu-mir-465-A.1",-0.259191021724469,6.70617339489042,-2.60517952883197,0.0125666304125778,0.0669319291807442,-3.37048931381671,"Not Significant"
"Hcd493 left",-0.417370352740081,9.05240997232619,-2.60509352781644,0.0125693456850167,0.0669319291807442,-3.37068242985792,"Not Significant"
"hsa-mir-514-2&3-P",-0.322529288844368,6.76171276216606,-2.60418520823116,0.0125980565034697,0.0670473472873025,-3.37272178910266,"Not Significant"
"hsa-mir-372-A",-0.322820722894599,7.78077344697133,-2.60399376063709,0.0126041155789118,0.0670473472873025,-3.37315156188266,"Not Significant"
"Hcd493 left.1",-0.379434065796433,9.05756258947041,-2.60363734031138,0.0126154029470047,0.0670725473402533,-3.37395161447107,"Not Significant"
"mmu-mir-434-3p-A.1",-0.342932964091941,6.78886182975399,-2.60185930632537,0.0126718494354915,0.0673376949763535,-3.37794156777039,"Not Significant"
"hsa-miR-542-3p-A",-0.279075330358681,7.05814433509751,-2.60099853390237,0.012699259050976,0.0674483468267604,-3.37987245696143,"Not Significant"
"Hcd753 right",-0.564271864928579,7.47187325603458,-2.60071760975559,0.0127082162798898,0.067460930381582,-3.38050252775883,"Not Significant"
"Blank.1363",0.24647220007749,6.54959571736052,2.60015642364516,0.0127261269548187,0.0675210051903336,-3.38176103722089,"Not Significant"
"uc.125+A",-0.625322244717047,8.77978883597004,-2.59926472687261,0.0127546336908754,0.0676372081794737,-3.38376034311279,"Not Significant"
"hsa-mir-564-P",-0.384798100387995,9.85167710117249,-2.59878576488503,0.0127699698053959,0.0676525745547693,-3.38483403703694,"Not Significant"
"Blank.359",0.235184320033675,6.56362802165173,2.59866451067097,0.0127738549807229,0.0676525745547693,-3.38510583118734,"Not Significant"
"Blank.602",0.274409991785776,6.61478486918647,2.59855541559851,0.0127773514832933,0.0676525745547693,-3.385350362518,"Not Significant"
"Randomer 145.1",-0.308798441637513,6.56420015524764,-2.59721229706472,0.0128204703884965,0.0678457967846016,-3.38836029069664,"Not Significant"
"HPR156 right",-0.230021071297343,7.03156302784162,-2.59685835937067,0.0128318552183008,0.0678709697496902,-3.3891532779581,"Not Significant"
"Blank.1563",0.294515515429414,6.61911441390826,2.59610216707571,0.0128562100778198,0.0679646831166108,-3.39084724370997,"Not Significant"
"hsa-mir-514-1-A",-0.355066506407127,7.05699691176177,-2.5953164000149,0.012881562299921,0.0680265551797662,-3.39260708326053,"Not Significant"
"Hcd887 right.1",-0.231489991715963,7.27659699633096,-2.59521579356731,0.0128848116002083,0.0680265551797662,-3.39283237824238,"Not Significant"
